Marco_Margarita_Left_3.c3d  



Time(s):	B_L_bicipite(μV):
0	-0.10071
0.0005	4.02832
0.001	3.42407
0.0015	4.83398
0.002	4.93469
0.0025	-0.60425
0.003	6.54602
0.0035	4.12903
0.004	8.15735
0.0045	7.35168
0.005	5.84106
0.0055	6.84814
0.006	7.04956
0.0065	7.25098
0.007	6.3446
0.0075	9.76868
0.008	8.25806
0.0085	13.49487
0.009	5.84106
0.0095	11.07788
0.01	2.21558
0.0105	4.12903
0.011	10.67505
0.0115	11.17859
0.012	6.74744
0.0125	8.66089
0.013	7.85522
0.0135	3.42407
0.014	4.63257
0.0145	5.74036
0.015	9.16443
0.0155	6.44531
0.016	2.21558
0.0165	-2.21558
0.017	5.53894
0.0175	2.61841
0.018	-0.40283
0.0185	1.00708
0.019	-0.50354
0.0195	1.00708
0.02	-2.61841
0.0205	4.22974
0.021	9.26514
0.0215	2.5177
0.022	4.83398
0.0225	0.80566
0.023	0.90637
0.0235	-2.61841
0.024	6.04248
0.0245	8.7616
0.025	0.50354
0.0255	3.8269
0.026	1.3092
0.0265	-1.91345
0.027	1.2085
0.0275	0.20142
0.028	-7.35168
0.0285	-8.7616
0.029	-4.93469
0.0295	-2.61841
0.03	-1.91345
0.0305	-1.40991
0.031	-1.10779
0.0315	4.53186
0.032	-1.10779
0.0325	0.50354
0.033	-3.8269
0.0335	2.21558
0.034	2.01416
0.0345	7.04956
0.035	3.42407
0.0355	3.8269
0.036	2.01416
0.0365	13.69629
0.037	29.50745
0.0375	40.08179
0.038	45.82214
0.0385	38.47046
0.039	34.54285
0.0395	24.77417
0.04	17.82532
0.0405	11.68213
0.041	-0.70496
0.0415	-5.63965
0.042	-9.06372
0.0425	-10.67505
0.043	-14.40125
0.0435	-11.07788
0.044	-14.80408
0.0445	-3.42407
0.045	4.43115
0.0455	-1.2085
0.046	-0.20142
0.0465	4.43115
0.047	5.33752
0.0475	20.94727
0.048	36.35559
0.0485	42.09595
0.049	35.44922
0.0495	29.80957
0.05	21.75293
0.0505	22.25647
0.051	16.81824
0.0515	15.91187
0.052	5.23682
0.0525	-6.74744
0.053	-11.68213
0.0535	-6.84814
0.054	-12.68921
0.0545	-9.16443
0.055	-12.48779
0.0555	-12.08496
0.056	-10.27222
0.0565	-2.71912
0.057	-3.42407
0.0575	0.10071
0.058	0.10071
0.0585	-0.40283
0.059	3.8269
0.0595	8.45947
0.06	10.27222
0.0605	8.96301
0.061	9.36584
0.0615	12.38708
0.062	8.45947
0.0625	15.50903
0.063	15.1062
0.0635	20.34302
0.064	17.42249
0.0645	11.88354
0.065	8.56018
0.0655	7.45239
0.066	0.60425
0.0665	-2.21558
0.067	-6.04248
0.0675	-10.0708
0.068	-16.11328
0.0685	-11.38
0.069	-9.86938
0.0695	-5.0354
0.07	-1.91345
0.0705	7.15027
0.071	6.54602
0.0715	5.94177
0.072	5.33752
0.0725	7.85522
0.073	8.15735
0.0735	13.797
0.074	14.50195
0.0745	11.78284
0.075	8.56018
0.0755	11.68213
0.076	11.68213
0.0765	9.86938
0.077	16.3147
0.0775	12.89062
0.078	11.48071
0.0785	12.89062
0.079	9.76868
0.0795	6.94885
0.08	6.84814
0.0805	15.30762
0.081	13.29346
0.0815	8.7616
0.082	5.63965
0.0825	7.85522
0.083	3.32336
0.0835	4.93469
0.084	5.74036
0.0845	8.25806
0.085	10.27222
0.0855	11.48071
0.086	6.3446
0.0865	11.68213
0.087	9.36584
0.0875	12.28638
0.088	8.45947
0.0885	9.36584
0.089	6.64673
0.0895	5.23682
0.09	0.90637
0.0905	3.02124
0.091	2.11487
0.0915	2.92053
0.092	8.66089
0.0925	7.25098
0.093	4.43115
0.0935	-0.90637
0.094	4.83398
0.0945	4.93469
0.095	2.01416
0.0955	5.53894
0.096	9.56726
0.0965	3.32336
0.097	1.3092
0.0975	8.66089
0.098	5.43823
0.0985	8.25806
0.099	2.01416
0.0995	5.23682
0.1	9.26514
0.1005	7.04956
0.101	7.45239
0.1015	8.56018
0.102	5.13611
0.1025	3.02124
0.103	-0.60425
0.1035	-0.40283
0.104	-7.35168
0.1045	-6.64673
0.105	-5.63965
0.1055	-8.8623
0.106	-1.3092
0.1065	-5.63965
0.107	-3.42407
0.1075	-2.81982
0.108	-3.42407
0.1085	-4.43115
0.109	-2.21558
0.1095	-0.10071
0.11	4.02832
0.1105	5.84106
0.111	5.0354
0.1115	8.96301
0.112	6.64673
0.1125	7.15027
0.113	10.37292
0.1135	17.6239
0.114	13.29346
0.1145	9.26514
0.115	8.45947
0.1155	5.0354
0.116	7.95593
0.1165	6.84814
0.117	11.88354
0.1175	7.65381
0.118	10.0708
0.1185	10.97717
0.119	13.69629
0.1195	12.5885
0.12	7.75452
0.1205	8.25806
0.121	7.95593
0.1215	16.11328
0.122	19.73877
0.1225	14.50195
0.123	17.6239
0.1235	19.94019
0.124	14.80408
0.1245	8.45947
0.125	7.15027
0.1255	5.23682
0.126	5.33752
0.1265	10.47363
0.127	9.66797
0.1275	7.15027
0.128	8.7616
0.1285	8.45947
0.129	7.85522
0.1295	5.43823
0.13	6.64673
0.1305	5.33752
0.131	2.21558
0.1315	2.21558
0.132	7.85522
0.1325	10.87646
0.133	5.94177
0.1335	5.53894
0.134	-2.92053
0.1345	-3.32336
0.135	-10.17151
0.1355	-15.20691
0.136	-13.59558
0.1365	-16.81824
0.137	-16.3147
0.1375	-18.32886
0.138	-12.18567
0.1385	-3.8269
0.139	5.94177
0.1395	9.56726
0.14	9.46655
0.1405	9.16443
0.141	7.35168
0.1415	6.2439
0.142	4.73328
0.1425	6.2439
0.143	6.84814
0.1435	-2.31628
0.144	-3.22266
0.1445	1.51062
0.145	-4.43115
0.1455	4.53186
0.146	-0.50354
0.1465	6.94885
0.147	7.85522
0.1475	17.52319
0.148	32.12585
0.1485	51.46179
0.149	60.3241
0.1495	63.24463
0.15	53.67737
0.1505	45.72144
0.151	33.43506
0.1515	19.03381
0.152	18.42957
0.1525	5.74036
0.153	2.31628
0.1535	12.99133
0.154	12.68921
0.1545	14.50195
0.155	17.42249
0.1555	9.86938
0.156	5.13611
0.1565	-1.71204
0.157	0.90637
0.1575	1.51062
0.158	3.92761
0.1585	-5.13611
0.159	-20.84656
