Antonio_Festa_Left_2.c3d  



Time(s):	C_L_bicipite(μV):
0	-2.61841
0.0005	0.20142
0.001	2.5177
0.0015	0
0.002	-6.14319
0.0025	-5.13611
0.003	-3.12195
0.0035	-4.73328
0.004	2.61841
0.0045	2.41699
0.005	0.10071
0.0055	-0.40283
0.006	1.61133
0.0065	3.92761
0.007	4.22974
0.0075	-2.31628
0.008	0.10071
0.0085	3.52478
0.009	6.44531
0.0095	0.90637
0.01	5.0354
0.0105	7.45239
0.011	4.02832
0.0115	0.40283
0.012	0.40283
0.0125	3.32336
0.013	3.8269
0.0135	6.54602
0.014	-0.30212
0.0145	2.92053
0.015	1.40991
0.0155	-1.91345
0.016	3.8269
0.0165	9.97009
0.017	2.71912
0.0175	5.94177
0.018	5.74036
0.0185	2.81982
0.019	2.5177
0.0195	6.04248
0.02	0.80566
0.0205	-2.71912
0.021	-4.83398
0.0215	-0.90637
0.022	4.43115
0.0225	0.20142
0.023	-0.70496
0.0235	0.30212
0.024	2.01416
0.0245	3.22266
0.025	6.14319
0.0255	8.56018
0.026	11.78284
0.0265	6.94885
0.027	6.04248
0.0275	7.15027
0.028	7.65381
0.0285	10.97717
0.029	9.66797
0.0295	7.5531
0.03	12.28638
0.0305	9.56726
0.031	12.48779
0.0315	13.29346
0.032	12.28638
0.0325	11.98425
0.033	14.40125
0.0335	12.78992
0.034	7.15027
0.0345	14.80408
0.035	9.66797
0.0355	9.66797
0.036	3.92761
0.0365	5.94177
0.037	8.8623
0.0375	8.35876
0.038	12.78992
0.0385	5.0354
0.039	10.87646
0.0395	10.17151
0.04	13.09204
0.0405	12.18567
0.041	10.97717
0.0415	6.64673
0.042	5.43823
0.0425	6.54602
0.043	9.97009
0.0435	6.44531
0.044	12.08496
0.0445	8.05664
0.045	10.97717
0.0455	7.35168
0.046	7.35168
0.0465	10.47363
0.047	8.8623
0.0475	10.17151
0.048	7.35168
0.0485	6.94885
0.049	8.05664
0.0495	11.2793
0.05	12.38708
0.0505	5.23682
0.051	11.98425
0.0515	9.76868
0.052	5.63965
0.0525	10.87646
0.053	9.36584
0.0535	7.25098
0.054	11.07788
0.0545	13.797
0.055	8.56018
0.0555	10.37292
0.056	12.48779
0.0565	7.04956
0.057	7.15027
0.0575	8.66089
0.058	10.97717
0.0585	7.45239
0.059	3.92761
0.0595	8.05664
0.06	10.67505
0.0605	11.78284
0.061	5.63965
0.0615	10.0708
0.062	15.20691
0.0625	11.88354
0.063	8.96301
0.0635	6.2439
0.064	10.87646
0.0645	12.18567
0.065	4.22974
