Gabriele_Carluccio_Left_1.c3d  



Time(s):	B_L_bicipite(μV):
0	-19.63806
0.0005	-21.75293
0.001	-17.92603
0.0015	-15.81116
0.002	-6.94885
0.0025	-3.92761
0.003	0.50354
0.0035	2.31628
0.004	-0.40283
0.0045	-1.2085
0.005	0.40283
0.0055	-4.83398
0.006	-1.61133
0.0065	6.14319
0.007	9.36584
0.0075	16.91895
0.008	24.37134
0.0085	17.42249
0.009	20.44373
0.0095	17.52319
0.01	8.7616
0.0105	12.08496
0.011	10.37292
0.0115	5.43823
0.012	4.63257
0.0125	5.63965
0.013	11.38
0.0135	11.38
0.014	16.61682
0.0145	13.29346
0.015	20.24231
0.0155	22.25647
0.016	24.87488
0.0165	24.37134
0.017	26.58691
0.0175	21.55151
0.018	26.3855
0.0185	19.83948
0.019	26.58691
0.0195	25.57983
0.02	27.49329
0.0205	20.54443
0.021	24.27063
0.0215	20.34302
0.022	16.11328
0.0225	11.17859
0.023	1.40991
0.0235	-12.18567
0.024	-23.36426
0.0245	-20.24231
0.025	-20.64514
0.0255	-19.23523
0.026	-29.10461
0.0265	-26.78833
0.027	-20.94727
0.0275	-18.63098
0.028	-16.81824
0.0285	-10.37292
0.029	-8.35876
0.0295	-2.71912
0.03	7.75452
0.0305	14.70337
0.031	12.48779
0.0315	8.15735
0.032	9.66797
0.0325	-2.71912
0.033	-5.63965
0.0335	-11.07788
0.034	-8.45947
0.0345	-11.88354
0.035	-16.41541
0.0355	-20.84656
0.036	-15.71045
0.0365	-12.99133
0.037	-16.01257
0.0375	-10.17151
0.038	-13.49487
0.0385	-8.96301
0.039	-4.83398
0.0395	3.7262
0.04	1.2085
0.0405	-1.00708
0.041	0
0.0415	2.71912
0.042	3.92761
0.0425	6.84814
0.043	10.67505
0.0435	16.61682
0.044	17.82532
0.0445	19.94019
0.045	21.24939
0.0455	21.75293
0.046	22.55859
0.0465	23.26355
0.047	14.70337
0.0475	24.16992
0.048	28.09753
0.0485	24.97559
0.049	34.94568
0.0495	31.32019
0.05	31.92444
0.0505	23.36426
0.051	24.27063
0.0515	29.40674
0.052	19.63806
0.0525	21.85364
0.053	22.6593
0.0535	19.94019
0.054	12.99133
0.0545	4.33044
0.055	1.2085
0.0555	-5.63965
0.056	-19.83948
0.0565	-24.37134
0.057	-33.43506
0.0575	-45.92285
0.058	-49.0448
0.0585	-34.64355
0.059	-35.95276
0.0595	-37.16125
0.06	-37.66479
0.0605	-43.60657
0.061	-42.59949
0.0615	-45.41931
0.062	-35.14709
0.0625	-31.62231
0.063	-20.1416
0.0635	-13.49487
0.064	-5.43823
0.0645	6.3446
0.065	7.15027
0.0655	8.45947
0.066	14.90479
0.0665	10.97717
0.067	4.02832
0.0675	6.04248
0.068	0.40283
0.0685	3.02124
0.069	3.52478
0.0695	3.02124
0.07	-2.81982
0.0705	-7.65381
0.071	-11.48071
