Antonio_Festa_Right_3.c3d  



Time(s):	B_R_bicipite(μV):
0	14.90479
0.0005	14.09912
0.001	25.07629
0.0015	34.14001
0.002	42.19666
0.0025	62.33826
0.003	69.79065
0.0035	80.26428
0.004	74.42322
0.0045	84.79614
0.005	83.58765
0.0055	78.75366
0.006	71.20056
0.0065	47.7356
0.007	29.20532
0.0075	14.80408
0.008	-5.63965
0.0085	-53.87878
0.009	-82.17773
0.0095	-86.40747
0.01	-82.37915
0.0105	-77.74658
0.011	-62.23755
0.0115	-50.45471
0.012	-49.44763
0.0125	-69.99207
0.013	-70.99915
0.0135	-45.82214
0.014	-29.10461
0.0145	-15.20691
0.015	3.52478
0.0155	21.85364
0.016	25.177
0.0165	34.24072
0.017	34.34143
0.0175	21.04797
0.018	5.94177
0.0185	-2.21558
0.019	-3.12195
0.0195	0.90637
0.02	0.30212
0.0205	3.22266
0.021	16.11328
0.0215	24.67346
0.022	38.36975
0.0225	53.97949
0.023	65.05737
0.0235	57.70569
0.024	61.6333
0.0245	57.60498
0.025	72.61047
0.0255	81.97632
0.026	79.66003
0.0265	50.65613
0.027	15.81116
0.0275	-4.02832
0.028	-27.49329
0.0285	-91.24146
0.029	-224.17603
0.0295	-325.08545
0.03	-381.38123
0.0305	-408.97522
0.031	-430.02319
0.0315	-407.96814
0.032	-340.29236
0.0325	-263.45215
0.033	-210.0769
0.0335	-174.52698
0.034	-150.8606
0.0345	-104.63562
0.035	-54.0802
0.0355	-1.2085
0.036	53.17383
0.0365	113.59863
0.037	198.49548
0.0375	290.5426
0.038	377.15149
0.0385	424.28284
0.039	452.48108
0.0395	460.03418
0.04	434.25293
0.0405	392.96265
0.041	339.08386
0.0415	272.41516
0.042	213.8031
0.0425	154.08325
0.043	102.11792
0.0435	72.00623
0.044	48.03772
0.0445	32.52869
0.045	17.6239
0.0455	8.66089
0.046	2.41699
0.0465	1.61133
0.047	-3.42407
0.0475	0.20142
0.048	-12.38708
0.0485	-12.5885
0.049	-11.07788
0.0495	-0.40283
0.05	11.98425
0.0505	11.17859
0.051	6.2439
0.0515	-4.73328
0.052	-19.03381
0.0525	-39.47754
0.053	-53.77808
0.0535	-84.99756
0.054	-130.51758
0.0545	-174.22485
0.055	-191.24451
0.0555	-184.79919
0.056	-166.36963
0.0565	-138.3728
0.057	-103.32642
0.0575	-73.81897
0.058	-42.8009
0.0585	-15.91187
0.059	3.92761
0.0595	20.44373
0.06	28.50037
0.0605	30.11169
0.061	25.57983
0.0615	21.24939
0.062	15.50903
0.0625	12.18567
0.063	3.7262
0.0635	-1.81274
0.064	-1.81274
0.0645	9.06372
0.065	24.57275
0.0655	40.38391
0.066	53.07312
0.0665	65.56091
0.067	75.73242
0.0675	82.68127
0.068	81.57349
0.0685	88.42163
0.069	87.11243
0.0695	80.36499
0.07	75.73242
0.0705	70.59631
0.071	64.65454
0.0715	50.75684
0.072	43.10303
0.0725	31.01807
0.073	21.3501
0.0735	23.66638
0.074	13.69629
0.0745	12.18567
0.075	8.15735
0.0755	3.42407
0.076	9.36584
0.0765	6.94885
0.077	2.11487
0.0775	-0.40283
0.078	-3.42407
0.0785	-7.75452
0.079	-16.51611
0.0795	-28.29895
0.08	-32.02515
0.0805	-25.47913
0.081	-25.98267
0.0815	-27.19116
0.082	-16.91895
0.0825	-18.42957
0.083	-12.78992
0.0835	-12.78992
0.084	-18.32886
0.0845	-13.39417
0.085	-9.36584
0.0855	-6.84814
0.086	-7.95593
0.0865	-3.92761
0.087	-0.70496
0.0875	3.92761
0.088	4.43115
0.0885	4.43115
0.089	11.07788
0.0895	5.84106
0.09	2.81982
0.0905	4.63257
0.091	-4.43115
0.0915	-4.63257
0.092	1.81274
0.0925	-1.3092
0.093	2.81982
0.0935	0.20142
0.094	4.43115
0.0945	5.53894
0.095	4.33044
0.0955	-0.70496
0.096	0.60425
0.0965	5.0354
0.097	1.00708
0.0975	2.41699
0.098	1.00708
0.0985	-2.92053
0.099	0.90637
0.0995	-1.61133
0.1	-6.94885
0.1005	1.71204
0.101	-0.20142
0.1015	-3.52478
0.102	-4.02832
0.1025	-4.33044
0.103	-3.52478
0.1035	-4.53186
0.104	-5.84106
0.1045	-3.52478
0.105	-0.20142
0.1055	-6.2439
0.106	-6.3446
0.1065	-3.12195
0.107	-3.22266
0.1075	3.42407
0.108	-1.91345
0.1085	-2.41699
0.109	-8.15735
0.1095	-3.7262
0.11	-4.53186
0.1105	-3.8269
0.111	0.40283
0.1115	2.01416
0.112	-1.10779
0.1125	-3.22266
0.113	-4.83398
0.1135	-1.3092
0.114	-1.10779
0.1145	0.10071
0.115	-5.23682
0.1155	-15.50903
0.116	-33.03223
0.1165	-52.06604
0.117	-56.79932
0.1175	-50.354
0.118	-49.85046
0.1185	-42.7002
0.119	-48.64197
0.1195	-45.2179
0.12	-44.21082
0.1205	-34.64355
0.121	-21.95435
0.1215	-13.69629
0.122	-0.60425
0.1225	-13.09204
0.123	-43.10303
0.1235	-61.12976
0.124	-60.22339
0.1245	-62.33826
0.125	-64.65454
0.1255	-47.7356
0.126	-28.9032
0.1265	-5.74036
0.127	10.27222
0.1275	20.24231
0.128	36.05347
0.1285	41.08887
0.129	39.27612
0.1295	27.89612
0.13	21.24939
0.1305	15.20691
0.131	23.36426
0.1315	7.35168
0.132	-6.84814
0.1325	-10.97717
0.133	-9.26514
0.1335	8.7616
0.134	20.04089
0.1345	42.90161
0.135	61.12976
0.1355	74.32251
0.136	90.23438
0.1365	100.70801
0.137	104.53491
0.1375	101.8158
0.138	114.505
0.1385	105.23987
0.139	96.07544
0.1395	85.60181
0.14	70.89844
0.1405	63.54675
0.141	52.36816
0.1415	40.1825
0.142	44.51294
0.1425	44.11011
0.143	40.1825
0.1435	42.29736
0.144	35.85205
0.1445	26.3855
0.145	18.22815
0.1455	11.17859
0.146	8.56018
0.1465	4.93469
0.147	4.22974
0.1475	-5.0354
0.148	-0.20142
0.1485	1.10779
0.149	1.2085
0.1495	1.10779
0.15	1.2085
0.1505	2.71912
0.151	4.43115
0.1515	-1.10779
0.152	2.01416
0.1525	6.2439
0.153	-0.60425
0.1535	0.90637
0.154	-2.61841
0.1545	-0.90637
0.155	-6.84814
0.1555	-4.33044
0.156	-1.81274
0.1565	-1.81274
0.157	-2.01416
0.1575	3.02124
0.158	-5.23682
0.1585	-2.5177
0.159	-0.80566
0.1595	1.51062
0.16	0.50354
0.1605	-8.35876
0.161	-5.13611
0.1615	3.7262
0.162	-2.61841
0.1625	-2.81982
0.163	0.10071
0.1635	-0.60425
0.164	0.20142
0.1645	-4.33044
0.165	-1.81274
0.1655	-2.01416
0.166	0
0.1665	1.00708
0.167	-2.31628
0.1675	-3.92761
0.168	-6.14319
0.1685	-6.84814
0.169	-2.41699
0.1695	-4.53186
0.17	-1.2085
0.1705	0.50354
0.171	-0.40283
0.1715	0.90637
0.172	2.11487
0.1725	2.5177
0.173	-3.52478
0.1735	1.61133
0.174	3.52478
0.1745	-1.91345
0.175	3.22266
