Alessio_Russo_Right_1.c3d  



Time(s):	B_L_bicipite(μV):
0	-3.32336
0.0005	0.80566
0.001	-3.22266
0.0015	0.60425
0.002	0.60425
0.0025	10.37292
0.003	18.8324
0.0035	26.28479
0.004	27.79541
0.0045	34.03931
0.005	32.93152
0.0055	32.42798
0.006	38.06763
0.0065	48.64197
0.007	39.67896
0.0075	36.75842
0.008	43.50586
0.0085	50.95825
0.009	54.38232
0.0095	50.75684
0.01	43.50586
0.0105	26.78833
0.011	22.76001
0.0115	17.6239
0.012	15.20691
0.0125	0.60425
0.013	-17.42249
0.0135	-24.47205
0.014	-22.35718
0.0145	-14.19983
0.015	-13.39417
0.0155	-18.02673
0.016	-29.10461
0.0165	-33.23364
0.017	-32.7301
0.0175	-45.72144
0.018	-46.62781
0.0185	-43.10303
0.019	-37.56409
0.0195	-32.42798
0.02	-19.53735
0.0205	-12.48779
0.021	-11.2793
0.0215	-3.12195
0.022	10.0708
0.0225	16.51611
0.023	21.65222
0.0235	29.30603
0.024	39.07471
0.0245	40.88745
0.025	34.14001
0.0255	37.7655
0.026	36.55701
0.0265	28.29895
0.027	28.70178
0.0275	26.98975
0.028	18.02673
0.0285	15.60974
0.029	2.71912
0.0295	10.17151
0.03	11.38
0.0305	13.99841
0.031	6.3446
0.0315	8.35876
0.032	12.99133
0.0325	15.81116
0.033	12.5885
0.0335	0.60425
0.034	8.7616
0.0345	-4.93469
0.035	-8.96301
0.0355	-8.35876
0.036	-19.53735
0.0365	-13.09204
0.037	-8.8623
0.0375	-9.36584
0.038	-11.38
0.0385	-29.70886
0.039	-46.62781
0.0395	-50.55542
0.04	-30.61523
0.0405	-17.32178
0.041	-14.50195
0.0415	-19.53735
0.042	-4.73328
0.0425	3.12195
0.043	5.13611
0.0435	-4.53186
0.044	-19.83948
0.0445	-39.47754
0.045	-54.78516
0.0455	-55.89294
0.046	-40.1825
0.0465	-24.67346
0.047	-7.35168
0.0475	12.28638
0.048	23.36426
0.0485	44.21082
0.049	56.5979
0.0495	59.1156
0.05	61.73401
0.0505	67.57507
0.051	55.3894
0.0515	52.97241
0.052	54.38232
0.0525	49.64905
0.053	39.67896
0.0535	31.62231
0.054	18.73169
0.0545	12.48779
0.055	6.14319
0.0555	3.7262
0.056	3.32336
0.0565	-1.00708
0.057	-22.05505
0.0575	-45.72144
0.058	-65.15808
0.0585	-72.81189
0.059	-71.7041
0.0595	-68.98499
0.06	-69.79065
0.0605	-59.01489
0.061	-47.7356
0.0615	-47.23206
0.062	-48.94409
0.0625	-53.57666
0.063	-46.82922
0.0635	-36.35559
0.064	-17.72461
0.0645	11.07788
0.065	28.39966
0.0655	40.58533
0.066	46.22498
0.0665	49.0448
0.067	51.5625
0.0675	62.74109
0.068	73.51685
0.0685	77.948
0.069	88.22021
0.0695	91.14075
0.07	77.34375
0.0705	70.59631
0.071	65.86304
0.0715	64.35242
0.072	53.17383
0.0725	45.2179
0.073	39.37683
0.0735	34.14001
0.074	29.60815
0.0745	23.16284
0.075	19.23523
0.0755	8.15735
0.076	-2.5177
0.0765	-22.45789
0.077	-30.2124
0.0775	-36.55701
0.078	-39.27612
0.0785	-39.57825
0.079	-27.49329
0.0795	-19.53735
0.08	-26.3855
0.0805	-8.8623
0.081	-15.81116
0.0815	-16.61682
0.082	-18.8324
0.0825	-20.54443
0.083	-19.53735
0.0835	-20.1416
0.084	-17.42249
0.0845	-10.0708
0.085	3.42407
0.0855	20.84656
0.086	31.32019
0.0865	32.42798
0.087	36.05347
0.0875	35.95276
0.088	47.63489
0.0885	52.16675
0.089	69.89136
0.0895	77.74658
0.09	68.58215
0.0905	48.94409
0.091	35.65063
0.0915	24.97559
0.092	11.88354
0.0925	9.16443
0.093	8.35876
0.0935	12.68921
0.094	7.45239
0.0945	13.797
0.095	12.38708
0.0955	10.37292
0.096	10.57434
0.0965	12.08496
0.097	12.68921
0.0975	15.00549
0.098	6.54602
0.0985	7.35168
0.099	8.25806
0.0995	-1.3092
0.1	-14.90479
0.1005	-22.6593
0.101	-16.3147
0.1015	-21.65222
0.102	-34.64355
0.1025	-31.92444
0.103	-33.03223
0.1035	-42.59949
0.104	-43.60657
0.1045	-51.5625
0.105	-69.79065
0.1055	-75.73242
0.106	-64.25171
0.1065	-53.07312
0.107	-45.3186
0.1075	-15.91187
0.108	2.11487
0.1085	2.31628
0.109	8.35876
0.1095	4.63257
0.11	6.84814
0.1105	6.54602
0.111	19.23523
0.1115	31.72302
0.112	39.07471
0.1125	49.54834
0.113	54.48303
0.1135	64.65454
0.114	60.62622
0.1145	55.69153
0.115	35.75134
0.1155	20.64514
0.116	-0.10071
0.1165	-27.99683
0.117	-47.23206
0.1175	-54.68445
0.118	-37.36267
0.1185	-26.98975
0.119	-18.32886
0.1195	-26.98975
0.12	-29.91028
0.1205	-30.71594
0.121	-33.03223
0.1215	-47.43347
0.122	-42.19666
0.1225	-30.31311
0.123	-16.01257
0.1235	5.23682
0.124	11.17859
