Daniele_De_Santis_Right_2.c3d  



Time(s):	B_L_bicipite(μV):
0	-76.43738
0.0005	-54.88586
0.001	-38.67188
0.0015	-13.69629
0.002	2.01416
0.0025	19.73877
0.003	25.57983
0.0035	52.46887
0.004	74.12109
0.0045	76.94092
0.005	64.75525
0.0055	64.151
0.006	63.84888
0.0065	65.25879
0.007	56.39648
0.0075	39.77966
0.008	18.73169
0.0085	11.38
0.009	18.8324
0.0095	25.47913
0.01	20.24231
0.0105	16.21399
0.011	15.81116
0.0115	13.797
0.012	8.96301
0.0125	4.22974
0.013	7.75452
0.0135	-6.04248
0.014	-12.99133
0.0145	-14.60266
0.015	-8.8623
0.0155	-2.81982
0.016	5.84106
0.0165	14.60266
0.017	14.70337
0.0175	20.1416
0.018	27.39258
0.0185	22.6593
0.019	23.56567
0.0195	19.13452
0.02	17.82532
0.0205	18.73169
0.021	14.80408
0.0215	6.04248
0.022	-4.43115
0.0225	-3.12195
0.023	-2.11487
0.0235	4.22974
0.024	4.22974
0.0245	11.78284
0.025	6.74744
0.0255	9.76868
0.026	13.29346
0.0265	24.77417
0.027	18.53027
0.0275	8.45947
0.028	0.30212
0.0285	-7.45239
0.029	-9.76868
0.0295	-9.86938
0.03	-11.68213
0.0305	-12.08496
0.031	-7.95593
0.0315	-4.83398
0.032	1.3092
0.0325	10.97717
0.033	19.13452
0.0335	22.76001
0.034	32.7301
0.0345	26.3855
0.035	8.66089
0.0355	1.61133
0.036	-12.28638
0.0365	-12.68921
0.037	-11.07788
0.0375	-10.77576
0.038	-14.70337
0.0385	-13.59558
0.039	-3.8269
0.0395	2.21558
0.04	4.02832
0.0405	5.63965
0.041	12.28638
0.0415	-16.81824
0.042	-32.42798
0.0425	-40.2832
0.043	-42.7002
0.0435	-42.49878
0.044	-33.73718
0.0445	-20.04089
0.045	-11.48071
0.0455	11.78284
0.046	20.34302
0.0465	23.36426
0.047	21.45081
0.0475	28.29895
0.048	27.99683
0.0485	21.3501
0.049	13.39417
0.0495	0.10071
0.05	-19.53735
0.0505	-48.03772
0.051	-70.49561
0.0515	-87.91809
0.052	-106.04553
0.0525	-98.0896
0.053	-75.73242
0.0535	-58.71277
0.054	-39.47754
0.0545	-29.10461
0.055	-13.69629
0.0555	11.2793
0.056	36.75842
0.0565	60.72693
0.057	67.67578
0.0575	79.35791
0.058	83.68835
0.0585	87.51526
0.059	93.15491
0.0595	82.07703
0.06	74.82605
0.0605	71.50269
0.061	54.68445
0.0615	49.34692
0.062	60.12268
0.0625	55.2887
0.063	38.87329
0.0635	38.26904
0.064	29.80957
0.0645	28.60107
0.065	20.94727
0.0655	18.63098
0.066	12.89062
0.0665	16.71753
0.067	24.97559
0.0675	17.01965
0.068	16.11328
0.0685	16.41541
0.069	13.19275
0.0695	7.65381
0.07	5.74036
0.0705	-0.50354
0.071	-3.22266
0.0715	-11.48071
0.072	-12.78992
0.0725	-11.88354
0.073	-14.30054
0.0735	-24.37134
0.074	-27.19116
0.0745	-27.29187
0.075	-28.19824
0.0755	-36.05347
0.076	-38.16833
0.0765	-26.78833
0.077	-17.12036
0.0775	-12.5885
0.078	0.80566
0.0785	8.66089
0.079	12.18567
0.0795	5.84106
0.08	5.0354
0.0805	13.19275
0.081	3.22266
0.0815	-8.7616
0.082	-15.50903
0.0825	-19.13452
0.083	-13.39417
0.0835	-13.39417
0.084	-9.46655
0.0845	5.13611
0.085	16.71753
0.0855	23.96851
0.086	25.07629
0.0865	24.77417
0.087	20.84656
0.0875	22.05505
0.088	26.68762
0.0885	25.07629
0.089	15.1062
0.0895	9.56726
0.09	-2.11487
0.0905	-10.57434
0.091	-8.56018
0.0915	-7.95593
0.092	-6.14319
0.0925	-16.41541
0.093	-32.02515
0.0935	-71.90552
0.094	-86.10535
0.0945	-89.52942
0.095	-75.53101
0.0955	-48.23914
0.096	-25.07629
0.0965	-4.93469
0.097	14.70337
0.0975	22.55859
0.098	39.98108
0.0985	73.91968
0.099	105.44128
0.0995	100.6073
0.1	78.55225
0.1005	58.61206
0.101	50.05188
0.1015	42.49878
0.102	38.57117
0.1025	35.65063
0.103	28.60107
0.1035	15.30762
0.104	-4.63257
0.1045	-4.83398
0.105	-8.7616
0.1055	-14.50195
0.106	-22.76001
0.1065	-28.9032
0.107	-26.58691
0.1075	-13.89771
0.108	-6.04248
0.1085	7.85522
0.109	18.42957
0.1095	11.88354
0.11	3.42407
0.1105	3.8269
0.111	11.58142
0.1115	15.50903
0.112	31.4209
0.1125	51.76392
0.113	71.80481
0.1135	86.20605
0.114	84.59473
0.1145	73.01331
0.115	58.61206
