Daniele_De_Santis_Right_1.c3d  



Time(s):	B_L_bicipite(μV):
0	2.5177
0.0005	6.54602
0.001	8.25806
0.0015	30.31311
0.002	43.60657
0.0025	49.44763
0.003	44.91577
0.0035	38.67188
0.004	34.84497
0.0045	19.94019
0.005	12.08496
0.0055	-1.10779
0.006	-3.02124
0.0065	-6.74744
0.007	-5.94177
0.0075	-0.10071
0.008	-0.40283
0.0085	0.50354
0.009	1.00708
0.0095	-7.35168
0.01	-7.35168
0.0105	-13.29346
0.011	-11.78284
0.0115	-18.42957
0.012	-20.54443
0.0125	-24.67346
0.013	-24.16992
0.0135	-15.60974
0.014	-13.49487
0.0145	-11.17859
0.015	-16.61682
0.0155	-10.67505
0.016	-9.26514
0.0165	-1.51062
0.017	-1.51062
0.0175	3.8269
0.018	8.35876
0.0185	5.63965
0.019	14.40125
0.0195	15.00549
0.02	16.51611
0.0205	8.8623
0.021	7.35168
0.0215	10.37292
0.022	4.02832
0.0225	4.33044
0.023	-1.81274
0.0235	0.80566
0.024	1.91345
0.0245	-7.04956
0.025	0.10071
0.0255	7.65381
0.026	12.28638
0.0265	9.97009
0.027	12.5885
0.0275	6.94885
0.028	1.2085
0.0285	-3.42407
0.029	3.12195
0.0295	-8.7616
0.03	-4.12903
0.0305	-8.45947
0.031	-9.26514
0.0315	-7.65381
0.032	-9.16443
0.0325	5.23682
0.033	3.52478
0.0335	4.12903
0.034	14.70337
0.0345	9.26514
0.035	8.8623
0.0355	8.7616
0.036	4.83398
0.0365	5.0354
0.037	5.43823
0.0375	-2.71912
0.038	0.80566
0.0385	6.14319
0.039	13.99841
0.0395	13.49487
0.04	11.78284
0.0405	10.97717
0.041	11.07788
0.0415	5.33752
0.042	5.33752
0.0425	4.53186
0.043	6.04248
0.0435	11.68213
0.044	11.68213
0.0445	8.7616
0.045	-2.31628
0.0455	-2.61841
0.046	1.10779
0.0465	-0.60425
0.047	0.70496
0.0475	-1.10779
0.048	7.15027
0.0485	13.69629
0.049	7.5531
0.0495	6.2439
0.05	5.74036
0.0505	7.75452
0.051	9.26514
0.0515	9.86938
0.052	7.04956
0.0525	8.15735
0.053	11.68213
0.0535	8.66089
0.054	5.94177
0.0545	8.35876
0.055	4.93469
0.0555	5.23682
0.056	-0.30212
0.0565	-7.15027
0.057	-13.89771
0.0575	-11.17859
0.058	-14.80408
0.0585	-6.74744
0.059	-12.38708
0.0595	-1.51062
0.06	-1.00708
0.0605	6.04248
0.061	9.86938
0.0615	2.01416
0.062	3.22266
0.0625	2.92053
0.063	1.91345
0.0635	-7.85522
0.064	-7.15027
0.0645	-5.74036
0.065	-1.10779
0.0655	-0.20142
0.066	0.60425
0.0665	-1.51062
0.067	-7.04956
