Alex_Venditti_Left_1.c3d  



Time(s):	B_L_bicipite(μV):
0	18.22815
0.0005	19.53735
0.001	10.87646
0.0015	13.99841
0.002	10.67505
0.0025	7.15027
0.003	5.74036
0.0035	3.52478
0.004	2.01416
0.0045	4.93469
0.005	-3.7262
0.0055	-0.70496
0.006	2.5177
0.0065	0.30212
0.007	-3.12195
0.0075	-1.00708
0.008	-1.00708
0.0085	1.81274
0.009	-4.22974
0.0095	-0.60425
0.01	-1.61133
0.0105	-1.61133
0.011	-8.05664
0.0115	-3.62549
0.012	-3.32336
0.0125	-7.5531
0.013	-7.65381
0.0135	-15.1062
0.014	-17.72461
0.0145	-16.3147
0.015	-10.17151
0.0155	-8.45947
0.016	-5.94177
0.0165	-1.61133
0.017	0.10071
0.0175	-0.50354
0.018	3.62549
0.0185	3.42407
0.019	-0.90637
0.0195	3.52478
0.02	8.25806
0.0205	8.56018
0.021	15.50903
0.0215	18.93311
0.022	15.81116
0.0225	23.56567
0.023	14.80408
0.0235	18.93311
0.024	19.03381
0.0245	13.69629
0.025	11.2793
0.0255	23.8678
0.026	22.6593
0.0265	18.53027
0.027	16.11328
0.0275	17.92603
0.028	11.58142
0.0285	9.97009
0.029	11.17859
0.0295	8.15735
0.03	8.96301
0.0305	11.78284
0.031	14.30054
0.0315	16.21399
0.032	15.00549
0.0325	8.45947
0.033	7.95593
0.0335	11.58142
0.034	6.64673
0.0345	0.90637
0.035	3.8269
0.0355	5.23682
0.036	1.00708
0.0365	-4.22974
0.037	-3.22266
0.0375	-4.93469
0.038	-1.61133
0.0385	-4.93469
0.039	-8.56018
0.0395	-9.97009
0.04	-12.5885
0.0405	-12.5885
0.041	-23.26355
0.0415	-25.07629
0.042	-26.68762
0.0425	-32.42798
0.043	-32.02515
0.0435	-27.79541
0.044	-32.22656
0.0445	-28.80249
0.045	-27.99683
0.0455	-23.76709
0.046	-26.48621
0.0465	-24.77417
0.047	-34.64355
0.0475	-33.13293
0.048	-39.27612
0.0485	-37.46338
0.049	-31.72302
0.0495	-26.88904
0.05	-25.57983
0.0505	-18.53027
0.051	-3.7262
0.0515	3.22266
0.052	9.16443
0.0525	14.60266
0.053	22.96143
0.0535	26.28479
0.054	26.88904
0.0545	30.91736
0.055	27.59399
0.0555	26.3855
0.056	32.62939
0.0565	26.08337
0.057	33.13293
0.0575	38.47046
0.058	32.32727
0.0585	35.2478
0.059	29.30603
0.0595	27.49329
0.06	32.42798
0.0605	36.65771
0.061	39.37683
0.0615	39.77966
0.062	41.99524
0.0625	38.47046
0.063	37.06055
0.0635	30.51453
0.064	27.89612
0.0645	27.29187
0.065	28.9032
0.0655	23.76709
0.066	26.88904
0.0665	23.56567
0.067	19.13452
0.0675	16.01257
0.068	15.40833
0.0685	13.09204
0.069	12.5885
0.0695	8.7616
0.07	6.2439
0.0705	0.80566
0.071	7.95593
0.0715	2.21558
0.072	3.7262
0.0725	6.3446
0.073	4.83398
0.0735	5.33752
0.074	5.84106
0.0745	1.91345
0.075	-4.02832
0.0755	0.10071
0.076	0.10071
0.0765	4.63257
0.077	-5.43823
0.0775	-13.99841
0.078	-17.82532
0.0785	-17.72461
0.079	-21.04797
0.0795	-15.60974
0.08	-20.04089
0.0805	-22.6593
0.081	-14.70337
0.0815	-16.81824
0.082	-7.65381
0.0825	-3.7262
0.083	-7.15027
0.0835	0
0.084	5.53894
0.0845	6.54602
0.085	7.04956
0.0855	10.27222
0.086	5.43823
0.0865	2.81982
0.087	1.2085
0.0875	7.35168
0.088	8.8623
0.0885	7.45239
0.089	9.76868
0.0895	6.3446
0.09	5.94177
0.0905	5.63965
0.091	8.66089
0.0915	6.44531
0.092	8.66089
0.0925	12.78992
0.093	16.91895
0.0935	18.53027
0.094	19.13452
0.0945	18.12744
0.095	10.27222
0.0955	10.37292
0.096	14.90479
0.0965	21.14868
0.097	27.19116
0.0975	27.29187
0.098	22.96143
0.0985	22.15576
0.099	19.94019
0.0995	14.19983
0.1	9.76868
0.1005	7.5531
0.101	5.74036
0.1015	4.63257
