Domenico_Di_Fonza_Left_3.c3d  



Time(s):	C_L_bicipite(μV):
0	2.92053
0.0005	3.22266
0.001	8.96301
0.0015	2.92053
0.002	1.91345
0.0025	4.63257
0.003	4.63257
0.0035	9.26514
0.004	5.94177
0.0045	5.43823
0.005	4.02832
0.0055	4.02832
0.006	9.06372
0.0065	3.52478
0.007	7.5531
0.0075	12.89062
0.008	8.05664
0.0085	7.65381
0.009	9.66797
0.0095	7.25098
0.01	5.53894
0.0105	8.96301
0.011	9.36584
0.0115	6.14319
0.012	6.94885
0.0125	13.59558
0.013	10.0708
0.0135	7.04956
0.014	8.66089
0.0145	6.94885
0.015	4.73328
0.0155	12.38708
0.016	11.17859
0.0165	7.95593
0.017	9.46655
0.0175	9.76868
0.018	9.06372
0.0185	6.44531
0.019	6.74744
0.0195	6.2439
0.02	2.92053
0.0205	7.25098
0.021	6.3446
0.0215	8.15735
0.022	9.16443
0.0225	2.5177
0.023	6.54602
0.0235	10.57434
0.024	13.797
0.0245	13.09204
0.025	14.70337
0.0255	11.88354
0.026	11.48071
0.0265	3.8269
0.027	0.50354
0.0275	9.16443
0.028	9.66797
0.0285	9.86938
0.029	12.5885
0.0295	10.27222
0.03	7.75452
0.0305	8.35876
0.031	10.57434
0.0315	4.73328
0.032	4.02832
0.0325	4.83398
0.033	3.22266
0.0335	6.14319
0.034	10.27222
0.0345	6.64673
0.035	4.43115
0.0355	3.22266
0.036	2.41699
0.0365	3.22266
0.037	4.12903
0.0375	9.06372
0.038	10.27222
0.0385	5.74036
0.039	8.56018
0.0395	0.90637
0.04	4.33044
0.0405	3.7262
0.041	5.43823
0.0415	8.05664
0.042	5.43823
0.0425	12.48779
0.043	8.05664
0.0435	7.04956
0.044	4.83398
0.0445	4.33044
0.045	4.83398
0.0455	8.8623
0.046	10.37292
0.0465	6.14319
0.047	8.15735
0.0475	3.12195
0.048	5.84106
0.0485	1.91345
0.049	5.94177
0.0495	-1.51062
0.05	5.84106
0.0505	0.30212
0.051	3.7262
0.0515	3.32336
0.052	5.13611
0.0525	7.5531
0.053	8.45947
0.0535	9.16443
0.054	4.83398
0.0545	1.10779
0.055	-0.70496
0.0555	1.91345
0.056	8.7616
0.0565	1.2085
0.057	5.74036
0.0575	3.62549
0.058	5.23682
0.0585	2.92053
0.059	4.43115
0.0595	3.22266
0.06	10.37292
0.0605	4.83398
0.061	5.53894
0.0615	7.25098
0.062	4.22974
0.0625	2.71912
0.063	1.91345
0.0635	8.7616
0.064	5.74036
0.0645	-2.92053
0.065	4.43115
0.0655	6.64673
0.066	4.63257
0.0665	2.92053
0.067	4.02832
0.0675	6.14319
0.068	0.70496
0.0685	6.84814
0.069	2.81982
0.0695	6.3446
0.07	8.05664
0.0705	10.17151
0.071	6.64673
0.0715	4.12903
0.072	9.86938
0.0725	6.84814
0.073	3.32336
0.0735	6.64673
0.074	4.73328
0.0745	5.63965
0.075	7.45239
0.0755	5.33752
0.076	7.35168
0.0765	1.91345
0.077	3.02124
0.0775	11.2793
0.078	10.17151
0.0785	6.94885
0.079	6.2439
0.0795	2.31628
0.08	9.76868
0.0805	7.65381
0.081	8.96301
0.0815	3.22266
0.082	6.94885
0.0825	2.5177
0.083	7.5531
0.0835	9.86938
0.084	8.8623
0.0845	6.54602
0.085	8.8623
0.0855	6.2439
0.086	9.86938
0.0865	8.25806
0.087	6.04248
0.0875	8.96301
0.088	6.14319
0.0885	8.56018
0.089	9.06372
0.0895	11.68213
0.09	4.73328
0.0905	5.0354
0.091	11.88354
0.0915	8.35876
0.092	-1.00708
0.0925	2.81982
0.093	2.31628
0.0935	5.63965
0.094	4.63257
0.0945	3.8269
0.095	4.43115
0.0955	-1.2085
0.096	1.71204
0.0965	2.5177
0.097	3.22266
0.0975	8.8623
0.098	1.51062
0.0985	8.7616
0.099	2.31628
0.0995	4.93469
0.1	6.64673
0.1005	3.32336
0.101	7.95593
0.1015	6.64673
0.102	2.92053
0.1025	5.74036
0.103	2.21558
0.1035	10.17151
0.104	4.12903
0.1045	7.35168
0.105	4.53186
0.1055	4.63257
0.106	2.5177
0.1065	5.13611
0.107	6.84814
0.1075	5.43823
0.108	4.53186
0.1085	7.65381
0.109	7.5531
0.1095	5.23682
0.11	8.25806
0.1105	7.15027
0.111	3.62549
0.1115	9.56726
0.112	8.7616
0.1125	6.64673
0.113	5.33752
0.1135	9.36584
0.114	12.38708
0.1145	6.3446
0.115	4.43115
0.1155	10.47363
0.116	5.33752
0.1165	6.64673
0.117	6.3446
0.1175	2.71912
0.118	4.73328
0.1185	5.63965
0.119	1.91345
0.1195	6.2439
0.12	7.95593
0.1205	5.13611
0.121	4.73328
0.1215	6.54602
0.122	5.94177
0.1225	8.66089
0.123	7.5531
0.1235	9.76868
0.124	4.73328
0.1245	11.68213
0.125	11.17859
0.1255	11.17859
0.126	6.94885
0.1265	6.94885
0.127	8.96301
0.1275	8.05664
0.128	7.5531
0.1285	8.35876
0.129	7.5531
0.1295	8.05664
0.13	7.45239
0.1305	6.54602
0.131	4.22974
0.1315	6.14319
0.132	4.02832
0.1325	8.45947
0.133	9.06372
0.1335	10.47363
0.134	9.16443
0.1345	2.92053
0.135	6.04248
0.1355	6.64673
0.136	1.61133
0.1365	8.15735
0.137	6.2439
0.1375	2.01416
0.138	2.71912
0.1385	0.40283
0.139	-0.60425
0.1395	2.21558
0.14	3.12195
0.1405	5.84106
0.141	6.54602
0.1415	2.61841
0.142	11.07788
0.1425	8.66089
0.143	4.22974
0.1435	-0.60425
0.144	0.60425
0.1445	-0.20142
0.145	-3.22266
0.1455	-1.2085
0.146	1.3092
0.1465	6.04248
0.147	1.00708
0.1475	2.21558
0.148	4.93469
0.1485	5.33752
0.149	4.53186
0.1495	5.94177
0.15	1.2085
0.1505	4.93469
0.151	6.64673
0.1515	7.75452
0.152	6.64673
0.1525	6.04248
0.153	7.25098
0.1535	9.86938
0.154	4.02832
0.1545	3.7262
0.155	6.54602
0.1555	7.04956
0.156	5.63965
0.1565	5.84106
0.157	6.54602
