Niccolo_Morelli_Right_2.c3d  



Time(s):	Emg_4(μV):
0	137.36572
0.0005	94.56482
0.001	59.01489
0.0015	34.24072
0.002	-0.50354
0.0025	-23.66638
0.003	-30.61523
0.0035	-36.95984
0.004	-41.89453
0.0045	-46.42639
0.005	-47.63489
0.0055	-56.39648
0.006	-50.85754
0.0065	-49.64905
0.007	-54.18091
0.0075	-58.61206
0.008	-60.3241
0.0085	-62.43896
0.009	-59.92126
0.0095	-57.70569
0.01	-64.75525
0.0105	-66.76941
0.011	-59.61914
0.0115	-58.51135
0.012	-59.82056
0.0125	-58.81348
0.013	-50.45471
0.0135	-49.0448
0.014	-45.41931
0.0145	-44.61365
0.015	-44.91577
0.0155	-36.25488
0.016	-30.91736
0.0165	-31.21948
0.017	-22.25647
0.0175	-18.12744
0.018	-12.89062
0.0185	-7.45239
0.019	1.10779
0.0195	12.68921
0.02	11.98425
0.0205	11.38
0.021	8.25806
0.0215	4.33044
0.022	-1.3092
0.0225	2.11487
0.023	-3.02124
0.0235	-7.35168
0.024	-11.58142
0.0245	-9.86938
0.025	-11.38
0.0255	-11.48071
0.026	-10.0708
0.0265	-13.09204
0.027	-19.23523
0.0275	-18.53027
0.028	-25.07629
0.0285	-19.83948
0.029	-18.8324
0.0295	-15.60974
0.03	-17.52319
0.0305	-14.19983
0.031	-17.01965
0.0315	-15.91187
0.032	-17.12036
0.0325	-14.60266
0.033	-17.82532
0.0335	-15.60974
0.034	-20.94727
0.0345	-11.07788
0.035	-11.2793
0.0355	-11.68213
0.036	-7.35168
0.0365	-4.02832
0.037	3.7262
0.0375	8.7616
0.038	19.23523
0.0385	29.60815
0.039	24.67346
0.0395	22.15576
0.04	21.3501
0.0405	19.53735
0.041	18.73169
0.0415	11.58142
0.042	14.30054
0.0425	10.27222
0.043	1.81274
0.0435	13.29346
0.044	5.23682
0.0445	8.45947
0.045	10.77576
0.0455	10.57434
0.046	5.94177
0.0465	0.80566
0.047	-1.51062
0.0475	1.00708
0.048	0.10071
0.0485	-2.61841
0.049	-5.33752
0.0495	-3.42407
0.05	-5.23682
0.0505	-1.81274
0.051	-6.84814
0.0515	-4.02832
0.052	-4.73328
0.0525	-4.63257
0.053	-4.22974
0.0535	-2.71912
0.054	1.61133
0.0545	3.32336
0.055	5.63965
0.0555	6.04248
0.056	1.10779
0.0565	-0.60425
0.057	-3.8269
0.0575	-3.32336
0.058	-9.06372
0.0585	-14.90479
0.059	-11.98425
0.0595	-17.01965
0.06	-11.2793
0.0605	-7.95593
0.061	-10.27222
0.0615	-9.86938
0.062	-7.5531
0.0625	-9.86938
0.063	-2.41699
0.0635	-1.2085
0.064	2.92053
0.0645	6.2439
0.065	1.61133
0.0655	2.31628
0.066	7.15027
0.0665	7.75452
0.067	13.49487
0.0675	19.63806
0.068	15.81116
0.0685	19.53735
0.069	22.55859
0.0695	27.6947
0.07	30.81665
0.0705	24.87488
0.071	25.37842
0.0715	23.36426
0.072	9.36584
0.0725	7.45239
0.073	4.93469
0.0735	2.01416
0.074	4.93469
0.0745	2.31628
0.075	1.00708
0.0755	-2.92053
0.076	4.22974
0.0765	4.33044
0.077	-3.22266
0.0775	-8.05664
0.078	-18.42957
0.0785	-24.57275
0.079	-30.71594
0.0795	-30.41382
0.08	-31.32019
0.0805	-30.91736
0.081	-40.1825
0.0815	-34.94568
0.082	-39.88037
0.0825	-63.24463
0.083	-60.92834
0.0835	-65.3595
0.084	-69.1864
0.0845	-76.94092
0.085	-90.43579
0.0855	-108.46252
0.086	-105.03845
0.0865	-91.64429
0.087	-77.24304
0.0875	-54.98657
0.088	-24.97559
0.0885	7.75452
0.089	37.26196
0.0895	72.50977
0.09	106.14624
0.0905	114.4043
0.091	120.04395
0.0915	122.46094
0.092	121.15173
0.0925	120.84961
0.093	120.14465
0.0935	111.78589
0.094	111.78589
0.0945	99.09668
0.095	98.99597
0.0955	92.24854
0.096	84.69543
0.0965	83.78906
0.097	83.99048
0.0975	70.69702
0.098	63.34534
0.0985	45.72144
0.099	22.05505
0.0995	5.0354
0.1	-3.32336
0.1005	-9.56726
0.101	-10.67505
0.1015	-17.12036
0.102	-40.68604
0.1025	-85.60181
0.103	-123.2666
0.1035	-133.84094
0.104	-146.83228
0.1045	-146.22803
0.105	-131.42395
0.1055	-103.52783
0.106	-74.82605
0.1065	-44.31152
0.107	1.00708
0.1075	36.35559
0.108	73.51685
0.1085	98.29102
0.109	125.07935
0.1095	143.10608
0.11	145.9259
0.1105	149.24927
0.111	148.84644
0.1115	142.70325
0.112	123.77014
0.1125	99.2981
0.113	77.84729
0.1135	60.12268
0.114	40.08179
0.1145	23.8678
0.115	23.8678
0.1155	6.84814
0.116	5.94177
0.1165	-0.60425
0.117	-16.61682
0.1175	-21.65222
0.118	-20.94727
0.1185	-18.8324
0.119	-10.17151
0.1195	-6.84814
0.12	-2.31628
0.1205	0.10071
0.121	3.62549
0.1215	2.81982
0.122	5.13611
0.1225	4.63257
0.123	9.26514
0.1235	4.33044
0.124	12.28638
0.1245	12.68921
0.125	16.11328
0.1255	21.85364
0.126	22.96143
0.1265	25.78125
0.127	25.68054
0.1275	31.21948
0.128	28.19824
0.1285	33.43506
0.129	34.84497
0.1295	31.32019
0.13	40.08179
0.1305	27.99683
0.131	31.82373
0.1315	30.81665
0.132	29.00391
0.1325	25.88196
0.133	24.57275
0.1335	21.85364
