Cristian_Larivera_Left_2.c3d  



Time(s):	B_L_bicipite(μV):
0	5.43823
0.0005	-2.31628
0.001	-1.51062
0.0015	2.41699
0.002	2.81982
0.0025	0
0.003	2.81982
0.0035	2.61841
0.004	2.71912
0.0045	0.50354
0.005	-1.91345
0.0055	1.2085
0.006	-0.90637
0.0065	5.33752
0.007	4.43115
0.0075	4.43115
0.008	18.8324
0.0085	15.40833
0.009	20.04089
0.0095	14.50195
0.01	8.15735
0.0105	4.83398
0.011	10.87646
0.0115	7.5531
0.012	7.75452
0.0125	2.41699
0.013	1.40991
0.0135	4.73328
0.014	-6.44531
0.0145	-8.8623
0.015	-9.66797
0.0155	-11.78284
0.016	-5.84106
0.0165	-3.22266
0.017	-2.61841
0.0175	-1.00708
0.018	0.30212
0.0185	3.7262
0.019	5.23682
0.0195	10.17151
0.02	15.60974
0.0205	22.35718
0.021	20.84656
0.0215	21.75293
0.022	25.98267
0.0225	21.45081
0.023	20.34302
0.0235	16.61682
0.024	4.12903
0.0245	2.5177
0.025	1.51062
0.0255	2.21558
0.026	1.2085
0.0265	7.95593
0.027	8.56018
0.0275	11.88354
0.028	17.92603
0.0285	17.22107
0.029	6.44531
0.0295	11.17859
0.03	10.37292
0.0305	7.95593
0.031	1.71204
0.0315	-4.43115
0.032	-3.8269
0.0325	-7.75452
0.033	-7.45239
0.0335	-8.45947
0.034	-8.56018
0.0345	-12.28638
0.035	-6.54602
0.0355	-9.56726
0.036	-1.10779
0.0365	0.90637
0.037	8.15735
0.0375	10.37292
0.038	16.11328
0.0385	16.51611
0.039	17.12036
0.0395	14.80408
0.04	9.46655
0.0405	5.63965
0.041	4.43115
0.0415	-3.32336
0.042	-2.01416
0.0425	-7.85522
0.043	-17.52319
0.0435	-15.60974
0.044	-8.96301
0.0445	-13.49487
0.045	-7.25098
0.0455	1.71204
0.046	9.26514
0.0465	18.42957
0.047	19.53735
0.0475	16.01257
0.048	15.81116
0.0485	16.91895
0.049	14.50195
0.0495	9.36584
0.05	10.0708
0.0505	-1.00708
0.051	1.81274
0.0515	-1.3092
0.052	-0.20142
0.0525	-1.91345
0.053	1.2085
0.0535	5.74036
0.054	5.13611
0.0545	2.21558
0.055	8.25806
0.0555	1.00708
0.056	-0.20142
0.0565	2.21558
0.057	5.13611
0.0575	3.22266
0.058	7.04956
0.0585	11.2793
0.059	11.88354
0.0595	8.96301
0.06	10.37292
0.0605	15.50903
0.061	13.39417
0.0615	20.1416
0.062	19.53735
0.0625	16.01257
0.063	10.77576
0.0635	14.70337
0.064	9.76868
0.0645	2.21558
0.065	0.60425
0.0655	-3.42407
0.066	0.20142
0.0665	-4.73328
0.067	-1.71204
0.0675	3.12195
