Gianluca_La_Polta_Left_2.c3d  



Time(s):	A_R_bicipite(μV):
0	8.15735
0.0005	8.56018
0.001	7.75452
0.0015	6.64673
0.002	7.95593
0.0025	4.12903
0.003	5.94177
0.0035	3.62549
0.004	5.43823
0.0045	5.63965
0.005	3.52478
0.0055	4.73328
0.006	-1.2085
0.0065	0.80566
0.007	1.3092
0.0075	5.63965
0.008	6.3446
0.0085	11.48071
0.009	8.96301
0.0095	4.73328
0.01	5.94177
0.0105	5.0354
0.011	8.96301
0.0115	4.83398
0.012	8.56018
0.0125	6.94885
0.013	5.43823
0.0135	9.16443
0.014	8.45947
0.0145	8.8623
0.015	1.71204
0.0155	1.10779
0.016	3.8269
0.0165	4.93469
0.017	5.33752
0.0175	-0.70496
0.018	3.7262
0.0185	8.45947
0.019	5.43823
0.0195	4.02832
0.02	4.33044
0.0205	4.12903
0.021	7.04956
0.0215	8.05664
0.022	8.66089
0.0225	8.45947
0.023	8.15735
0.0235	9.97009
0.024	3.92761
0.0245	6.74744
0.025	5.84106
0.0255	6.2439
0.026	2.92053
0.0265	8.56018
0.027	13.29346
0.0275	13.29346
0.028	19.43665
0.0285	11.88354
0.029	7.65381
0.0295	7.25098
0.03	4.12903
0.0305	10.17151
0.031	8.56018
0.0315	8.7616
0.032	7.95593
0.0325	15.30762
0.033	12.68921
0.0335	4.33044
0.034	9.36584
0.0345	14.50195
0.035	5.84106
0.0355	10.27222
0.036	3.62549
0.0365	7.15027
0.037	5.63965
0.0375	7.65381
0.038	5.84106
0.0385	3.7262
0.039	5.63965
0.0395	4.22974
0.04	4.02832
0.0405	3.42407
0.041	3.42407
0.0415	5.0354
0.042	3.7262
0.0425	7.95593
0.043	6.3446
0.0435	10.57434
0.044	4.73328
0.0445	11.78284
0.045	5.13611
0.0455	5.84106
0.046	4.22974
0.0465	7.45239
0.047	5.0354
0.0475	2.01416
0.048	4.33044
0.0485	7.15027
0.049	11.58142
0.0495	5.13611
0.05	0.30212
0.0505	0.10071
0.051	5.84106
0.0515	3.62549
0.052	6.44531
0.0525	9.06372
0.053	3.8269
0.0535	4.63257
0.054	1.10779
0.0545	7.5531
0.055	6.14319
0.0555	5.13611
0.056	2.71912
0.0565	3.92761
0.057	6.04248
0.0575	6.94885
0.058	9.26514
0.0585	1.10779
0.059	9.86938
0.0595	2.61841
0.06	12.38708
0.0605	10.47363
0.061	6.3446
0.0615	8.05664
0.062	9.46655
0.0625	3.22266
0.063	5.63965
0.0635	14.50195
0.064	10.77576
0.0645	8.15735
0.065	7.04956
0.0655	7.15027
0.066	2.31628
0.0665	2.31628
0.067	9.36584
0.0675	2.81982
0.068	1.91345
0.0685	1.00708
0.069	5.94177
0.0695	0.90637
0.07	2.21558
0.0705	3.92761
0.071	6.54602
0.0715	1.3092
0.072	1.81274
0.0725	2.81982
0.073	2.11487
0.0735	4.73328
0.074	-0.20142
0.0745	0.90637
0.075	1.10779
0.0755	-1.81274
0.076	-2.92053
0.0765	0.80566
0.077	-1.00708
0.0775	-2.21558
0.078	-2.92053
0.0785	-3.42407
0.079	0.30212
0.0795	-0.40283
0.08	2.11487
0.0805	1.40991
0.081	3.12195
0.0815	1.61133
0.082	6.64673
0.0825	2.5177
0.083	5.0354
0.0835	4.83398
0.084	2.21558
0.0845	5.23682
0.085	5.74036
0.0855	4.83398
0.086	3.52478
0.0865	4.73328
0.087	0.50354
0.0875	4.12903
0.088	2.11487
0.0885	5.23682
0.089	9.16443
0.0895	9.86938
0.09	11.07788
0.0905	5.33752
0.091	6.94885
0.0915	11.38
0.092	9.46655
0.0925	11.98425
0.093	10.77576
0.0935	13.797
0.094	10.37292
0.0945	7.5531
0.095	10.0708
0.0955	13.797
0.096	8.25806
0.0965	5.74036
0.097	7.04956
0.0975	5.74036
0.098	8.05664
0.0985	4.63257
0.099	9.16443
0.0995	6.74744
0.1	9.36584
0.1005	10.17151
0.101	11.58142
0.1015	10.37292
0.102	9.36584
0.1025	15.30762
0.103	13.797
0.1035	5.94177
0.104	4.43115
0.1045	16.81824
0.105	13.29346
0.1055	5.33752
0.106	8.45947
0.1065	4.33044
0.107	10.67505
0.1075	6.84814
0.108	6.54602
0.1085	7.95593
0.109	12.89062
0.1095	11.48071
0.11	8.15735
0.1105	10.0708
0.111	7.75452
0.1115	6.74744
0.112	5.63965
0.1125	9.66797
0.113	4.12903
0.1135	10.77576
0.114	10.47363
0.1145	11.68213
0.115	8.96301
0.1155	6.3446
0.116	7.15027
0.1165	6.3446
0.117	6.84814
0.1175	3.42407
0.118	2.01416
0.1185	4.02832
0.119	3.8269
0.1195	8.35876
0.12	7.04956
0.1205	4.63257
0.121	5.43823
0.1215	10.77576
0.122	6.74744
0.1225	8.66089
0.123	10.0708
0.1235	12.38708
0.124	7.75452
0.1245	3.92761
0.125	3.62549
0.1255	6.44531
0.126	4.53186
0.1265	3.62549
0.127	6.44531
0.1275	2.11487
0.128	6.84814
0.1285	0.50354
0.129	4.02832
0.1295	5.0354
0.13	4.63257
0.1305	3.12195
0.131	4.53186
0.1315	3.42407
0.132	9.36584
0.1325	4.63257
0.133	4.73328
0.1335	4.12903
0.134	8.66089
0.1345	-1.3092
0.135	4.02832
0.1355	5.74036
0.136	5.33752
0.1365	7.15027
0.137	7.04956
0.1375	10.17151
0.138	6.94885
0.1385	5.13611
0.139	7.75452
0.1395	10.87646
0.14	10.37292
0.1405	6.04248
0.141	9.16443
0.1415	9.16443
0.142	7.35168
0.1425	13.49487
0.143	1.61133
0.1435	6.44531
0.144	1.2085
0.1445	8.15735
0.145	5.74036
0.1455	8.66089
0.146	6.74744
0.1465	7.45239
0.147	3.8269
0.1475	3.8269
0.148	4.02832
0.1485	0.60425
0.149	3.92761
0.1495	-2.01416
0.15	-0.30212
0.1505	6.2439
0.151	2.11487
0.1515	2.41699
0.152	2.41699
0.1525	3.22266
0.153	4.12903
0.1535	6.84814
0.154	5.33752
0.1545	1.2085
0.155	3.7262
0.1555	2.5177
0.156	0.90637
0.1565	1.71204
0.157	3.92761
0.1575	4.83398
0.158	0.70496
0.1585	2.41699
0.159	11.07788
0.1595	9.06372
0.16	6.94885
0.1605	6.04248
0.161	2.01416
0.1615	8.66089
0.162	5.0354
0.1625	0.80566
0.163	6.2439
0.1635	5.23682
0.164	7.5531
0.1645	5.74036
0.165	6.14319
0.1655	5.53894
0.166	7.15027
0.1665	5.94177
0.167	4.53186
0.1675	8.25806
0.168	7.25098
0.1685	0.80566
0.169	7.95593
0.1695	10.37292
0.17	6.04248
0.1705	5.74036
0.171	6.74744
0.1715	6.2439
0.172	4.73328
0.1725	4.43115
0.173	6.04248
0.1735	4.93469
0.174	9.26514
0.1745	3.62549
0.175	7.5531
0.1755	9.46655
0.176	6.84814
0.1765	6.94885
0.177	10.37292
0.1775	6.84814
0.178	5.0354
0.1785	8.56018
0.179	9.56726
0.1795	6.54602
0.18	4.73328
0.1805	7.15027
0.181	3.8269
0.1815	7.15027
0.182	7.5531
0.1825	9.26514
0.183	7.5531
0.1835	8.7616
0.184	8.8623
0.1845	11.38
0.185	8.25806
0.1855	6.14319
0.186	10.87646
0.1865	10.87646
0.187	9.97009
0.1875	7.85522
0.188	6.94885
0.1885	11.58142
0.189	7.04956
0.1895	2.92053
0.19	6.2439
0.1905	8.56018
0.191	3.8269
0.1915	6.44531
0.192	7.15027
0.1925	5.33752
0.193	7.65381
0.1935	2.61841
0.194	7.35168
0.1945	3.32336
0.195	5.13611
0.1955	3.7262
0.196	6.44531
0.1965	0.20142
0.197	5.23682
0.1975	4.22974
0.198	8.7616
0.1985	6.74744
0.199	5.63965
0.1995	12.18567
0.2	6.54602
0.2005	8.7616
0.201	-1.10779
0.2015	3.8269
0.202	3.62549
0.2025	2.01416
0.203	-1.10779
0.2035	4.93469
0.204	8.96301
0.2045	7.04956
0.205	6.54602
0.2055	5.53894
0.206	8.05664
0.2065	3.7262
0.207	8.7616
0.2075	4.93469
0.208	6.2439
0.2085	5.23682
0.209	3.7262
0.2095	0.10071
0.21	4.73328
0.2105	2.92053
0.211	0.50354
0.2115	3.12195
0.212	2.21558
0.2125	5.74036
0.213	3.12195
0.2135	3.42407
0.214	0.90637
0.2145	4.12903
0.215	5.74036
0.2155	8.45947
0.216	3.02124
0.2165	5.13611
0.217	7.45239
0.2175	2.21558
0.218	0.50354
0.2185	-0.30212
0.219	4.93469
0.2195	1.2085
0.22	0.60425
0.2205	2.71912
0.221	7.04956
0.2215	5.43823
0.222	5.53894
0.2225	4.83398
0.223	3.12195
0.2235	5.63965
0.224	3.02124
0.2245	5.43823
0.225	6.04248
0.2255	8.15735
0.226	3.8269
0.2265	4.02832
0.227	1.00708
0.2275	3.22266
0.228	4.22974
0.2285	9.76868
0.229	10.57434
0.2295	10.77576
0.23	7.65381
0.2305	8.96301
0.231	4.12903
0.2315	5.63965
0.232	3.52478
0.2325	6.44531
0.233	5.43823
0.2335	1.51062
0.234	4.43115
0.2345	6.3446
0.235	9.16443
0.2355	10.27222
0.236	8.35876
0.2365	3.62549
0.237	2.11487
0.2375	4.63257
0.238	5.43823
0.2385	1.40991
0.239	7.25098
0.2395	3.7262
0.24	2.31628
0.2405	2.92053
0.241	4.83398
0.2415	1.2085
0.242	-2.31628
0.2425	6.44531
0.243	5.63965
0.2435	8.25806
0.244	12.99133
0.2445	7.45239
0.245	8.25806
0.2455	8.25806
0.246	5.13611
0.2465	10.37292
0.247	7.04956
0.2475	8.7616
0.248	4.02832
0.2485	5.43823
0.249	3.52478
0.2495	-2.01416
0.25	7.5531
0.2505	7.5531
0.251	8.05664
0.2515	6.04248
0.252	5.53894
0.2525	7.5531
0.253	6.54602
0.2535	10.57434
0.254	7.5531
0.2545	6.54602
0.255	6.44531
0.2555	8.8623
0.256	5.63965
0.2565	4.73328
0.257	11.58142
0.2575	13.797
0.258	6.94885
0.2585	7.5531
0.259	6.64673
0.2595	3.22266
0.26	9.26514
0.2605	8.25806
0.261	12.68921
0.2615	7.65381
0.262	1.2085
0.2625	1.2085
0.263	5.84106
0.2635	1.3092
0.264	2.11487
0.2645	0.60425
0.265	2.71912
0.2655	2.81982
0.266	0.80566
0.2665	3.92761
0.267	2.31628
0.2675	2.11487
0.268	6.64673
0.2685	5.33752
0.269	2.21558
0.2695	8.56018
0.27	3.7262
0.2705	0.80566
0.271	6.54602
0.2715	8.66089
0.272	3.42407
0.2725	8.56018
0.273	7.65381
0.2735	8.15735
0.274	8.15735
0.2745	4.33044
0.275	5.74036
0.2755	6.14319
0.276	5.0354
0.2765	0.40283
0.277	6.54602
0.2775	7.15027
0.278	3.22266
0.2785	-1.61133
0.279	5.0354
0.2795	5.63965
0.28	5.23682
0.2805	10.37292
0.281	4.83398
0.2815	2.5177
0.282	3.7262
0.2825	9.97009
0.283	6.94885
0.2835	7.04956
0.284	5.94177
0.2845	4.93469
0.285	8.45947
0.2855	8.45947
0.286	4.33044
0.2865	4.93469
0.287	9.36584
0.2875	5.63965
0.288	4.73328
0.2885	4.73328
0.289	4.53186
0.2895	3.22266
0.29	2.5177
0.2905	9.66797
0.291	10.67505
0.2915	8.15735
0.292	8.66089
0.2925	10.37292
0.293	6.74744
0.2935	9.76868
0.294	7.35168
0.2945	8.66089
0.295	13.09204
0.2955	12.99133
0.296	15.60974
0.2965	11.2793
0.297	11.38
0.2975	12.99133
0.298	6.04248
0.2985	10.47363
0.299	10.97717
0.2995	10.57434
0.3	14.60266
0.3005	17.22107
0.301	13.797
0.3015	11.07788
0.302	14.50195
0.3025	15.00549
0.303	4.93469
0.3035	9.76868
0.304	12.28638
0.3045	16.41541
0.305	9.97009
0.3055	9.06372
0.306	6.14319
0.3065	6.74744
0.307	10.57434
0.3075	9.06372
0.308	14.80408
0.3085	6.2439
0.309	5.74036
0.3095	5.13611
0.31	3.92761
0.3105	3.92761
0.311	2.61841
0.3115	3.52478
0.312	6.74744
0.3125	7.35168
0.313	8.25806
0.3135	6.2439
0.314	10.27222
0.3145	2.11487
0.315	6.64673
0.3155	9.06372
0.316	7.85522
0.3165	6.2439
0.317	10.37292
0.3175	15.40833
0.318	10.47363
0.3185	8.45947
0.319	8.96301
0.3195	6.64673
0.32	8.45947
0.3205	6.44531
0.321	7.5531
0.3215	7.25098
0.322	4.43115
0.3225	0.90637
0.323	8.8623
0.3235	4.83398
0.324	0
0.3245	7.65381
0.325	6.74744
0.3255	6.44531
0.326	1.71204
0.3265	1.81274
0.327	-3.42407
0.3275	-1.51062
0.328	3.92761
0.3285	1.3092
0.329	0.60425
0.3295	6.2439
0.33	0.90637
0.3305	2.31628
0.331	2.5177
0.3315	-0.60425
0.332	-1.71204
0.3325	0.10071
0.333	5.63965
0.3335	2.11487
0.334	3.52478
0.3345	3.32336
0.335	3.42407
0.3355	3.12195
0.336	4.12903
0.3365	0.90637
0.337	2.21558
0.3375	1.71204
0.338	-2.5177
0.3385	-2.41699
0.339	1.40991
0.3395	2.11487
0.34	1.2085
0.3405	10.57434
0.341	10.57434
0.3415	10.27222
0.342	12.5885
0.3425	4.12903
0.343	9.06372
0.3435	4.63257
0.344	8.7616
0.3445	8.96301
0.345	12.28638
0.3455	11.78284
0.346	6.54602
0.3465	5.23682
0.347	6.04248
0.3475	8.05664
0.348	6.54602
0.3485	7.75452
0.349	10.67505
0.3495	16.21399
0.35	6.14319
0.3505	10.0708
0.351	9.06372
0.3515	7.85522
0.352	1.81274
0.3525	4.93469
0.353	8.05664
0.3535	7.65381
0.354	8.25806
0.3545	5.94177
0.355	7.45239
0.3555	6.04248
0.356	7.75452
0.3565	6.84814
0.357	1.10779
0.3575	2.21558
0.358	-0.70496
0.3585	3.62549
0.359	2.41699
0.3595	2.71912
0.36	2.92053
0.3605	6.44531
