Francesco_Luisi_Right_2.c3d  



Time(s):	C_R_bicipite(μV):
0	2.31628
0.0005	4.83398
0.001	3.12195
0.0015	0.30212
0.002	2.5177
0.0025	-0.70496
0.003	-0.40283
0.0035	-6.3446
0.004	-0.10071
0.0045	0.10071
0.005	2.11487
0.0055	5.63965
0.006	-3.12195
0.0065	-2.71912
0.007	-1.10779
0.0075	-1.91345
0.008	-4.43115
0.0085	-3.12195
0.009	-2.71912
0.0095	3.22266
0.01	0.40283
0.0105	-0.90637
0.011	0.40283
0.0115	-0.60425
0.012	0.20142
0.0125	3.32336
0.013	-0.80566
0.0135	-2.31628
0.014	4.22974
0.0145	-0.10071
0.015	0.10071
0.0155	1.71204
0.016	-3.32336
0.0165	0.10071
0.017	1.40991
0.0175	0.20142
0.018	-2.92053
0.0185	-3.22266
0.019	-7.25098
0.0195	3.02124
0.02	-0.80566
0.0205	1.61133
0.021	2.71912
0.0215	-0.80566
0.022	2.81982
0.0225	5.33752
0.023	3.52478
0.0235	-4.43115
0.024	3.32336
0.0245	-2.71912
0.025	-2.11487
0.0255	-6.04248
0.026	-3.42407
0.0265	-2.61841
0.027	-2.11487
0.0275	2.5177
0.028	-0.60425
0.0285	1.71204
0.029	6.3446
0.0295	2.11487
0.03	5.23682
0.0305	0.50354
0.031	2.5177
0.0315	-3.92761
0.032	6.3446
0.0325	0.60425
0.033	9.66797
0.0335	5.0354
0.034	1.10779
0.0345	5.63965
0.035	-0.90637
0.0355	2.01416
0.036	0.50354
0.0365	7.25098
0.037	2.61841
0.0375	-0.90637
0.038	5.84106
0.0385	1.51062
0.039	-1.2085
0.0395	4.43115
0.04	2.11487
0.0405	-3.02124
0.041	-1.3092
0.0415	4.33044
0.042	2.5177
0.0425	3.02124
0.043	4.73328
0.0435	6.44531
0.044	6.3446
0.0445	2.21558
0.045	-3.52478
0.0455	-3.02124
0.046	-2.31628
0.0465	-4.73328
0.047	-8.7616
0.0475	-1.71204
0.048	0
0.0485	-5.74036
0.049	-2.5177
0.0495	-8.8623
0.05	-3.22266
0.0505	-2.5177
0.051	4.33044
0.0515	1.00708
0.052	-1.3092
0.0525	-4.22974
0.053	-5.33752
0.0535	-0.40283
0.054	-3.12195
0.0545	-0.80566
0.055	-5.43823
0.0555	-5.0354
0.056	-3.52478
0.0565	2.11487
0.057	-0.80566
0.0575	-5.74036
0.058	-0.40283
0.0585	-4.93469
0.059	-5.74036
0.0595	-3.7262
0.06	-4.33044
0.0605	-2.21558
0.061	-4.83398
0.0615	-4.43115
0.062	-2.41699
0.0625	-3.52478
0.063	1.00708
0.0635	0.40283
0.064	0.80566
0.0645	4.22974
0.065	4.02832
0.0655	2.01416
0.066	6.64673
0.0665	7.5531
0.067	7.04956
0.0675	9.86938
0.068	5.23682
0.0685	-1.40991
0.069	-1.00708
0.0695	4.83398
0.07	5.74036
0.0705	2.21558
0.071	1.3092
0.0715	0.60425
0.072	-0.60425
0.0725	4.22974
0.073	0.10071
0.0735	2.41699
0.074	3.22266
0.0745	4.02832
0.075	5.94177
0.0755	0.10071
0.076	0
0.0765	1.91345
0.077	3.7262
0.0775	1.61133
0.078	3.12195
0.0785	0.60425
0.079	-2.01416
0.0795	1.00708
0.08	-0.70496
0.0805	0.40283
0.081	1.71204
0.0815	-2.11487
0.082	0
0.0825	0.20142
0.083	0
0.0835	-5.23682
0.084	-3.32336
0.0845	-2.61841
0.085	-2.41699
0.0855	-0.80566
0.086	2.92053
0.0865	-0.30212
0.087	4.02832
0.0875	-3.52478
0.088	3.02124
0.0885	0.70496
0.089	0
0.0895	-0.30212
0.09	1.40991
0.0905	5.13611
0.091	-0.50354
0.0915	1.3092
0.092	2.5177
0.0925	-1.3092
0.093	2.5177
0.0935	-3.7262
0.094	-4.02832
0.0945	-2.01416
0.095	-3.22266
0.0955	-0.40283
0.096	-0.60425
0.0965	0
0.097	2.61841
0.0975	3.62549
0.098	-2.92053
0.0985	-1.3092
0.099	-3.32336
0.0995	0
0.1	-3.22266
0.1005	1.00708
0.101	-2.11487
0.1015	0.50354
0.102	-4.93469
0.1025	-0.10071
0.103	2.71912
0.1035	2.41699
0.104	3.7262
0.1045	-3.22266
0.105	-1.2085
0.1055	4.22974
0.106	-0.20142
0.1065	1.00708
0.107	-0.70496
0.1075	-2.21558
0.108	-2.81982
0.1085	-2.01416
0.109	-5.33752
0.1095	0.40283
0.11	-3.52478
0.1105	-0.40283
0.111	1.40991
0.1115	0
0.112	3.7262
0.1125	4.02832
0.113	-0.30212
0.1135	-3.8269
0.114	-7.95593
0.1145	-6.54602
0.115	-2.71912
0.1155	2.11487
0.116	6.3446
0.1165	-1.40991
0.117	-1.51062
0.1175	-2.21558
0.118	-2.31628
0.1185	-0.70496
0.119	-1.51062
0.1195	0.20142
0.12	-3.52478
0.1205	-3.62549
0.121	-2.61841
0.1215	-8.15735
0.122	-4.02832
0.1225	0.90637
0.123	-1.2085
0.1235	-2.81982
0.124	-6.14319
0.1245	-4.63257
0.125	2.41699
0.1255	0
0.126	3.12195
0.1265	0
0.127	-1.91345
0.1275	-5.0354
0.128	-5.23682
0.1285	-2.41699
0.129	-7.85522
0.1295	-2.81982
0.13	0.20142
0.1305	0.60425
0.131	-5.53894
0.1315	-3.7262
0.132	2.61841
0.1325	-4.12903
0.133	-1.2085
0.1335	-2.61841
0.134	-6.74744
0.1345	-7.35168
0.135	-5.63965
0.1355	-4.63257
0.136	-5.84106
0.1365	-4.53186
0.137	-4.22974
0.1375	-4.63257
0.138	-5.53894
0.1385	-4.83398
0.139	-4.02832
0.1395	-4.02832
0.14	-1.40991
0.1405	-4.63257
0.141	-5.63965
0.1415	-4.63257
0.142	-7.04956
0.1425	-5.84106
0.143	-2.92053
0.1435	-1.3092
0.144	1.71204
0.1445	-2.71912
0.145	-0.90637
0.1455	0.90637
0.146	-0.70496
0.1465	-3.02124
0.147	-0.30212
0.1475	-0.20142
0.148	-11.98425
0.1485	-7.15027
0.149	1.2085
0.1495	-2.01416
0.15	-1.3092
0.1505	-0.60425
0.151	-4.22974
0.1515	-0.10071
0.152	-7.15027
0.1525	-5.13611
0.153	1.00708
0.1535	3.8269
0.154	1.71204
0.1545	1.10779
0.155	-2.71912
0.1555	-1.3092
0.156	-1.10779
0.1565	2.11487
0.157	0.60425
0.1575	-0.80566
0.158	-2.61841
0.1585	-4.22974
0.159	-6.2439
0.1595	-6.54602
0.16	0
0.1605	-2.11487
0.161	0.50354
0.1615	-1.2085
0.162	-0.20142
0.1625	-1.81274
0.163	0.10071
0.1635	1.51062
0.164	2.81982
0.1645	2.5177
0.165	5.43823
0.1655	2.21558
0.166	4.12903
0.1665	0.70496
0.167	-4.43115
0.1675	-0.60425
0.168	-4.33044
0.1685	2.71912
0.169	-2.01416
0.1695	-0.90637
0.17	-0.30212
0.1705	-1.71204
0.171	-3.42407
0.1715	-2.21558
0.172	-2.31628
0.1725	2.5177
0.173	2.31628
0.1735	-4.83398
0.174	-4.12903
0.1745	-0.60425
0.175	-1.00708
0.1755	-4.63257
0.176	0.70496
0.1765	0.90637
0.177	-5.23682
0.1775	-3.12195
0.178	-5.53894
0.1785	-7.65381
0.179	-8.15735
0.1795	-3.22266
0.18	-6.14319
0.1805	-5.63965
0.181	-5.74036
0.1815	-1.10779
0.182	-6.74744
0.1825	-5.43823
0.183	-2.61841
0.1835	-7.95593
0.184	-2.81982
0.1845	-2.71912
0.185	-2.61841
0.1855	-1.2085
0.186	-10.47363
0.1865	-0.40283
0.187	1.81274
0.1875	1.3092
0.188	0.90637
0.1885	0
0.189	2.71912
0.1895	0.10071
0.19	1.00708
0.1905	-0.70496
0.191	-3.12195
0.1915	3.32336
0.192	-0.40283
0.1925	-3.12195
0.193	3.52478
0.1935	0
0.194	-0.30212
0.1945	0.60425
0.195	1.61133
0.1955	4.33044
0.196	-0.30212
0.1965	3.32336
0.197	2.21558
0.1975	4.43115
0.198	0.10071
0.1985	3.62549
0.199	1.2085
0.1995	0.20142
0.2	-0.40283
0.2005	-0.90637
0.201	-2.11487
0.2015	-0.70496
0.202	-1.3092
0.2025	4.63257
0.203	0.40283
0.2035	-0.70496
0.204	2.21558
0.2045	4.12903
0.205	2.61841
0.2055	-1.91345
0.206	1.61133
0.2065	0.80566
0.207	-1.81274
0.2075	0.20142
0.208	0.40283
0.2085	0.70496
0.209	0.20142
0.2095	2.5177
0.21	3.92761
0.2105	-0.80566
0.211	0.20142
0.2115	-3.92761
0.212	-4.73328
0.2125	-7.35168
0.213	-3.62549
0.2135	-7.75452
0.214	-8.45947
0.2145	-8.96301
0.215	-4.43115
0.2155	0.90637
0.216	-2.41699
0.2165	1.51062
0.217	0.80566
0.2175	1.2085
0.218	-6.84814
0.2185	2.61841
0.219	3.12195
0.2195	-1.61133
0.22	-1.61133
0.2205	-3.62549
0.221	-1.2085
0.2215	-0.40283
0.222	-5.84106
0.2225	-2.11487
