Daniele_De_Santis_Left_1.c3d  



Time(s):	B_R_bicipite(μV):
0	5.84106
0.0005	9.66797
0.001	4.43115
0.0015	0.80566
0.002	-3.22266
0.0025	1.71204
0.003	2.5177
0.0035	-3.32336
0.004	-3.52478
0.0045	0.80566
0.005	0.50354
0.0055	5.43823
0.006	3.32336
0.0065	2.31628
0.007	2.21558
0.0075	2.31628
0.008	0.80566
0.0085	4.02832
0.009	4.22974
0.0095	10.17151
0.01	12.08496
0.0105	7.65381
0.011	4.22974
0.0115	1.2085
0.012	1.2085
0.0125	4.83398
0.013	6.44531
0.0135	4.02832
0.014	6.14319
0.0145	2.01416
0.015	3.42407
0.0155	4.93469
0.016	4.83398
0.0165	2.01416
0.017	4.63257
0.0175	4.43115
0.018	1.2085
0.0185	-0.60425
0.019	6.64673
0.0195	4.73328
0.02	4.93469
0.0205	8.66089
0.021	6.3446
0.0215	4.93469
0.022	4.33044
0.0225	11.48071
0.023	7.15027
0.0235	4.83398
0.024	7.5531
0.0245	6.2439
0.025	8.05664
0.0255	10.57434
0.026	13.89771
0.0265	4.83398
0.027	6.14319
0.0275	5.53894
0.028	7.95593
0.0285	9.36584
0.029	5.0354
0.0295	4.12903
0.03	5.33752
0.0305	4.12903
0.031	9.76868
0.0315	12.08496
0.032	7.15027
0.0325	5.74036
0.033	7.15027
0.0335	7.85522
0.034	17.82532
0.0345	11.38
0.035	11.2793
0.0355	11.78284
0.036	11.48071
0.0365	6.74744
0.037	8.96301
0.0375	11.68213
0.038	4.83398
0.0385	6.2439
0.039	16.3147
0.0395	10.17151
0.04	7.15027
0.0405	5.43823
0.041	4.83398
0.0415	2.61841
0.042	9.36584
0.0425	12.99133
0.043	12.78992
0.0435	7.75452
0.044	7.35168
0.0445	11.38
0.045	9.26514
0.0455	2.31628
0.046	0.50354
0.0465	1.51062
0.047	-2.41699
0.0475	6.3446
0.048	1.51062
0.0485	-0.40283
0.049	1.10779
0.0495	2.21558
0.05	5.84106
0.0505	9.46655
0.051	5.74036
0.0515	3.42407
0.052	1.2085
0.0525	6.94885
0.053	1.81274
0.0535	-1.91345
0.054	3.8269
0.0545	8.66089
0.055	8.8623
0.0555	3.22266
0.056	10.0708
0.0565	7.35168
0.057	3.62549
0.0575	4.63257
0.058	6.64673
0.0585	3.8269
0.059	1.61133
0.0595	3.02124
0.06	3.42407
0.0605	7.85522
0.061	5.94177
0.0615	4.83398
0.062	8.05664
0.0625	2.31628
0.063	1.81274
0.0635	-0.60425
0.064	3.12195
0.0645	5.43823
0.065	5.13611
0.0655	2.5177
0.066	1.00708
0.0665	0.40283
0.067	5.84106
0.0675	2.92053
0.068	3.8269
0.0685	2.81982
0.069	2.5177
0.0695	7.45239
0.07	7.65381
0.0705	4.83398
0.071	7.15027
0.0715	4.33044
0.072	-0.80566
0.0725	10.97717
0.073	7.85522
0.0735	7.04956
0.074	5.0354
0.0745	5.33752
0.075	7.75452
0.0755	6.3446
0.076	10.87646
0.0765	7.15027
0.077	6.84814
0.0775	4.93469
0.078	6.84814
0.0785	9.56726
0.079	7.35168
0.0795	6.04248
0.08	5.74036
0.0805	5.23682
0.081	8.05664
0.0815	11.78284
0.082	5.63965
0.0825	10.67505
0.083	10.57434
0.0835	7.75452
0.084	10.37292
0.0845	13.69629
0.085	13.29346
0.0855	12.08496
0.086	12.5885
0.0865	11.38
0.087	6.2439
0.0875	8.66089
0.088	3.92761
0.0885	6.74744
0.089	6.2439
0.0895	5.23682
0.09	6.2439
0.0905	3.22266
0.091	3.8269
0.0915	10.27222
0.092	2.21558
0.0925	8.45947
0.093	3.22266
0.0935	5.84106
0.094	5.74036
0.0945	2.21558
0.095	7.5531
0.0955	5.0354
0.096	1.51062
0.0965	1.91345
0.097	5.23682
0.0975	4.43115
0.098	12.28638
0.0985	7.45239
0.099	4.93469
0.0995	3.12195
0.1	9.76868
0.1005	6.64673
0.101	3.12195
0.1015	8.8623
0.102	4.53186
0.1025	5.43823
0.103	5.33752
0.1035	5.0354
0.104	3.32336
0.1045	5.53894
0.105	9.46655
0.1055	4.73328
0.106	8.7616
0.1065	8.15735
0.107	8.96301
0.1075	12.48779
0.108	12.5885
0.1085	6.64673
0.109	11.58142
0.1095	10.47363
0.11	10.97717
0.1105	10.47363
0.111	11.88354
0.1115	9.46655
0.112	10.0708
0.1125	10.0708
0.113	10.67505
0.1135	5.84106
0.114	9.16443
0.1145	9.06372
0.115	5.43823
0.1155	0.30212
0.116	4.43115
0.1165	0.20142
0.117	1.40991
0.1175	7.15027
0.118	4.22974
0.1185	6.94885
0.119	5.0354
0.1195	8.35876
0.12	4.43115
0.1205	2.71912
0.121	6.14319
0.1215	7.25098
0.122	5.74036
0.1225	3.22266
0.123	9.76868
0.1235	2.21558
0.124	1.91345
0.1245	2.41699
0.125	-0.20142
0.1255	6.04248
0.126	3.22266
0.1265	0.80566
0.127	4.73328
0.1275	8.7616
0.128	5.33752
0.1285	4.63257
0.129	11.17859
0.1295	0.80566
0.13	-0.80566
0.1305	0.20142
0.131	3.32336
0.1315	-3.32336
0.132	-3.7262
0.1325	-2.92053
0.133	-0.70496
0.1335	-3.32336
0.134	-3.8269
0.1345	1.00708
0.135	-0.50354
0.1355	-3.32336
0.136	-3.8269
0.1365	-4.43115
0.137	-2.92053
0.1375	-6.14319
0.138	-7.95593
0.1385	-10.27222
0.139	-12.78992
0.1395	-4.12903
0.14	-13.797
0.1405	-12.38708
0.141	-8.7616
0.1415	-4.43115
0.142	-4.83398
0.1425	-7.45239
0.143	-11.98425
0.1435	-8.45947
0.144	-7.65381
0.1445	-6.84814
0.145	-0.90637
0.1455	0
0.146	-5.84106
0.1465	-3.62549
0.147	-4.22974
0.1475	-3.22266
0.148	-5.0354
0.1485	-0.60425
0.149	2.5177
0.1495	1.3092
0.15	3.02124
0.1505	0.90637
0.151	2.61841
0.1515	0.60425
0.152	0.60425
0.1525	4.63257
0.153	8.7616
0.1535	6.14319
0.154	5.53894
0.1545	8.05664
0.155	6.84814
0.1555	8.7616
0.156	8.96301
0.1565	8.7616
0.157	9.26514
0.1575	12.78992
0.158	7.75452
0.1585	11.88354
0.159	13.39417
0.1595	12.68921
0.16	7.15027
0.1605	4.93469
0.161	2.41699
0.1615	9.06372
0.162	8.25806
0.1625	5.23682
0.163	9.46655
0.1635	5.94177
0.164	9.26514
0.1645	18.73169
0.165	16.11328
0.1655	10.17151
0.166	10.57434
0.1665	13.19275
0.167	14.09912
0.1675	9.26514
0.168	6.04248
0.1685	15.40833
0.169	15.1062
0.1695	14.09912
0.17	11.98425
0.1705	11.98425
0.171	14.40125
0.1715	13.99841
0.172	14.50195
0.1725	17.6239
0.173	13.39417
0.1735	6.04248
0.174	7.25098
0.1745	10.17151
0.175	10.37292
0.1755	8.25806
0.176	13.99841
0.1765	9.16443
0.177	7.25098
0.1775	1.81274
0.178	10.77576
0.1785	7.15027
0.179	10.27222
0.1795	12.68921
0.18	9.46655
0.1805	10.37292
0.181	10.47363
0.1815	9.66797
0.182	6.3446
0.1825	11.38
0.183	11.58142
0.1835	11.58142
0.184	9.86938
0.1845	8.96301
0.185	10.17151
0.1855	10.27222
0.186	7.45239
0.1865	14.30054
0.187	6.64673
0.1875	11.88354
0.188	13.29346
0.1885	8.66089
0.189	12.08496
0.1895	11.68213
0.19	8.96301
0.1905	13.39417
0.191	11.38
0.1915	9.46655
0.192	11.78284
0.1925	10.77576
0.193	7.45239
0.1935	3.12195
0.194	12.48779
0.1945	14.30054
0.195	7.45239
0.1955	9.06372
0.196	10.47363
0.1965	10.17151
0.197	6.3446
0.1975	12.08496
0.198	6.14319
0.1985	3.22266
0.199	4.93469
0.1995	6.74744
0.2	5.13611
0.2005	9.56726
0.201	10.97717
0.2015	12.89062
0.202	11.58142
0.2025	8.8623
0.203	6.2439
0.2035	8.96301
0.204	12.68921
0.2045	5.63965
0.205	5.74036
0.2055	9.46655
0.206	5.53894
0.2065	3.32336
0.207	6.04248
0.2075	11.98425
0.208	1.91345
0.2085	5.74036
0.209	4.93469
0.2095	9.76868
0.21	6.74744
0.2105	7.45239
0.211	3.8269
0.2115	5.94177
0.212	6.84814
0.2125	4.12903
0.213	10.0708
0.2135	2.71912
0.214	7.5531
0.2145	8.15735
0.215	5.23682
0.2155	5.74036
0.216	7.5531
0.2165	5.53894
0.217	11.48071
0.2175	9.97009
0.218	8.8623
0.2185	5.53894
0.219	5.23682
0.2195	9.06372
0.22	4.93469
0.2205	2.81982
0.221	7.75452
0.2215	8.05664
0.222	5.23682
0.2225	1.71204
0.223	4.83398
0.2235	6.14319
0.224	5.84106
0.2245	5.0354
0.225	6.94885
0.2255	7.15027
0.226	7.15027
0.2265	8.25806
0.227	6.3446
0.2275	6.14319
0.228	6.14319
0.2285	6.04248
0.229	10.97717
0.2295	5.43823
0.23	9.36584
0.2305	7.45239
0.231	5.94177
0.2315	9.97009
0.232	7.35168
0.2325	12.08496
0.233	7.75452
0.2335	3.22266
0.234	4.02832
0.2345	5.33752
0.235	-0.40283
0.2355	7.45239
0.236	6.44531
0.2365	5.13611
0.237	4.63257
0.2375	2.41699
0.238	4.93469
0.2385	0.90637
0.239	4.22974
0.2395	-0.20142
0.24	5.84106
0.2405	9.66797
0.241	4.02832
0.2415	4.22974
0.242	4.43115
0.2425	9.66797
0.243	7.95593
0.2435	4.73328
0.244	8.25806
0.2445	7.45239
0.245	2.21558
0.2455	7.65381
0.246	5.0354
0.2465	5.33752
0.247	7.25098
0.2475	4.53186
0.248	6.44531
0.2485	4.53186
0.249	4.43115
0.2495	3.62549
0.25	5.63965
0.2505	8.15735
0.251	6.94885
0.2515	2.31628
0.252	2.92053
0.2525	4.93469
0.253	2.71912
0.2535	2.92053
0.254	5.23682
0.2545	6.3446
0.255	3.22266
0.2555	5.0354
0.256	5.74036
0.2565	2.61841
0.257	-2.81982
0.2575	3.02124
0.258	-0.20142
0.2585	-3.32336
0.259	-3.12195
0.2595	1.81274
0.26	4.02832
0.2605	5.0354
0.261	4.73328
0.2615	7.45239
0.262	7.5531
0.2625	7.04956
0.263	-1.40991
0.2635	-0.50354
0.264	-2.71912
0.2645	5.33752
0.265	2.41699
0.2655	1.40991
0.266	4.93469
0.2665	2.92053
0.267	2.21558
0.2675	2.11487
0.268	4.22974
0.2685	4.73328
0.269	7.45239
0.2695	-1.91345
0.27	-0.30212
0.2705	1.61133
0.271	0.20142
0.2715	1.2085
0.272	2.21558
0.2725	3.92761
0.273	3.92761
0.2735	2.81982
0.274	3.32336
0.2745	1.3092
0.275	4.53186
0.2755	4.53186
0.276	-1.10779
0.2765	2.61841
0.277	5.63965
0.2775	4.02832
0.278	3.32336
0.2785	2.41699
0.279	3.62549
0.2795	6.04248
0.28	4.02832
0.2805	6.74744
0.281	6.74744
0.2815	4.02832
0.282	3.02124
0.2825	5.63965
0.283	2.61841
0.2835	2.71912
0.284	4.12903
0.2845	5.13611
0.285	3.7262
0.2855	2.71912
0.286	7.5531
0.2865	5.84106
0.287	5.43823
0.2875	11.2793
0.288	5.33752
0.2885	6.3446
0.289	10.27222
0.2895	9.76868
0.29	11.07788
0.2905	8.15735
0.291	9.46655
0.2915	5.84106
0.292	11.78284
0.2925	6.44531
0.293	6.54602
0.2935	4.93469
0.294	6.14319
0.2945	8.66089
0.295	5.63965
0.2955	-1.81274
0.296	3.02124
0.2965	3.7262
0.297	4.53186
0.2975	4.43115
0.298	6.44531
0.2985	6.04248
0.299	10.37292
0.2995	1.00708
0.3	3.8269
0.3005	4.53186
0.301	1.40991
0.3015	7.5531
0.302	6.84814
0.3025	8.25806
0.303	4.63257
0.3035	2.31628
0.304	3.52478
0.3045	2.41699
0.305	5.53894
0.3055	8.8623
0.306	10.27222
0.3065	5.94177
0.307	8.56018
0.3075	10.27222
0.308	2.61841
0.3085	2.21558
0.309	5.13611
0.3095	4.12903
0.31	3.32336
0.3105	1.71204
0.311	0.30212
0.3115	-0.70496
0.312	2.81982
0.3125	2.31628
0.313	5.13611
0.3135	4.63257
0.314	-1.00708
0.3145	-3.32336
0.315	6.94885
0.3155	0.60425
0.316	-4.63257
0.3165	2.41699
0.317	-4.22974
0.3175	-7.45239
0.318	-4.22974
0.3185	-0.40283
0.319	-2.81982
0.3195	1.81274
0.32	6.64673
0.3205	2.92053
0.321	-1.91345
0.3215	-3.8269
0.322	0.80566
0.3225	2.5177
0.323	3.92761
0.3235	2.01416
0.324	1.40991
0.3245	5.74036
0.325	3.02124
0.3255	5.33752
0.326	8.05664
0.3265	8.7616
0.327	6.54602
0.3275	7.95593
0.328	9.86938
0.3285	6.04248
0.329	6.94885
0.3295	9.06372
0.33	9.06372
0.3305	6.84814
0.331	7.35168
0.3315	5.74036
0.332	6.3446
0.3325	4.43115
0.333	4.12903
0.3335	7.35168
0.334	3.8269
0.3345	9.26514
0.335	8.45947
0.3355	8.8623
0.336	-0.10071
0.3365	6.04248
0.337	11.98425
0.3375	8.15735
0.338	6.64673
0.3385	9.06372
0.339	9.06372
0.3395	10.87646
0.34	7.5531
0.3405	5.94177
0.341	5.63965
0.3415	5.23682
0.342	6.94885
0.3425	5.94177
0.343	2.5177
0.3435	8.56018
0.344	5.43823
0.3445	3.92761
0.345	-1.51062
0.3455	2.5177
0.346	10.67505
0.3465	2.11487
0.347	8.35876
0.3475	1.61133
0.348	5.23682
0.3485	7.15027
0.349	11.17859
0.3495	8.66089
0.35	4.12903
0.3505	6.84814
0.351	7.35168
0.3515	4.83398
0.352	5.0354
0.3525	2.41699
0.353	8.35876
0.3535	8.96301
0.354	2.71912
0.3545	4.43115
0.355	1.40991
0.3555	6.2439
0.356	4.93469
0.3565	1.91345
0.357	4.63257
0.3575	3.02124
0.358	2.71912
0.3585	1.2085
0.359	2.71912
0.3595	2.5177
0.36	6.44531
0.3605	3.62549
0.361	3.7262
0.3615	3.12195
0.362	4.02832
0.3625	6.2439
0.363	4.83398
0.3635	4.02832
0.364	6.74744
0.3645	12.78992
0.365	3.52478
0.3655	8.25806
0.366	8.15735
0.3665	9.46655
0.367	15.50903
0.3675	12.38708
0.368	3.52478
0.3685	8.8623
0.369	7.45239
0.3695	2.71912
0.37	4.63257
0.3705	2.71912
0.371	6.3446
0.3715	3.52478
0.372	5.13611
0.3725	2.92053
0.373	4.43115
0.3735	2.71912
0.374	10.47363
0.3745	4.53186
0.375	5.23682
0.3755	2.41699
0.376	4.43115
0.3765	4.63257
0.377	7.45239
0.3775	8.25806
0.378	13.19275
0.3785	9.66797
0.379	13.19275
0.3795	12.99133
0.38	13.797
0.3805	6.2439
0.381	9.46655
0.3815	2.81982
0.382	3.7262
0.3825	5.33752
0.383	0.20142
0.3835	5.63965
0.384	3.7262
0.3845	6.2439
0.385	5.43823
0.3855	7.75452
0.386	8.56018
0.3865	6.04248
0.387	11.2793
0.3875	8.35876
0.388	11.07788
0.3885	7.04956
0.389	1.91345
0.3895	2.11487
0.39	6.64673
0.3905	8.35876
0.391	8.45947
0.3915	-1.3092
0.392	2.31628
0.3925	3.8269
0.393	2.61841
0.3935	6.54602
0.394	2.01416
0.3945	4.43115
0.395	3.42407
0.3955	3.32336
0.396	8.96301
0.3965	6.04248
0.397	2.61841
0.3975	3.8269
0.398	4.02832
0.3985	6.54602
0.399	7.15027
0.3995	0.10071
0.4	-0.20142
0.4005	7.25098
0.401	1.71204
0.4015	4.83398
0.402	0.10071
0.4025	2.21558
0.403	4.73328
0.4035	0.80566
0.404	5.84106
0.4045	9.46655
0.405	6.3446
0.4055	3.8269
0.406	3.62549
0.4065	1.40991
0.407	4.63257
0.4075	9.36584
0.408	6.2439
0.4085	8.96301
0.409	2.01416
0.4095	1.51062
0.41	4.63257
0.4105	4.33044
0.411	4.73328
0.4115	5.0354
0.412	12.48779
0.4125	10.47363
0.413	3.22266
0.4135	1.40991
0.414	0.50354
0.4145	3.02124
0.415	2.81982
0.4155	2.92053
0.416	8.15735
0.4165	7.65381
0.417	5.74036
0.4175	2.5177
0.418	3.22266
0.4185	5.43823
0.419	6.14319
0.4195	-1.2085
0.42	8.05664
0.4205	8.45947
0.421	5.74036
0.4215	5.0354
0.422	6.84814
0.4225	1.81274
0.423	3.62549
0.4235	3.12195
0.424	0.60425
0.4245	2.01416
0.425	4.53186
0.4255	11.88354
0.426	4.63257
0.4265	1.10779
0.427	3.8269
0.4275	1.81274
0.428	1.71204
0.4285	7.5531
0.429	4.93469
0.4295	4.22974
0.43	0.60425
0.4305	9.36584
0.431	4.93469
0.4315	4.12903
0.432	2.01416
0.4325	2.61841
0.433	2.5177
0.4335	2.31628
0.434	5.94177
0.4345	2.81982
0.435	-1.2085
0.4355	0.80566
0.436	4.73328
0.4365	0.20142
0.437	2.71912
0.4375	6.64673
0.438	6.74744
0.4385	8.05664
0.439	5.74036
0.4395	4.73328
0.44	1.00708
0.4405	4.43115
0.441	1.61133
0.4415	5.13611
0.442	5.43823
0.4425	7.85522
0.443	8.35876
0.4435	0.60425
0.444	6.94885
0.4445	5.63965
0.445	5.84106
0.4455	8.8623
0.446	4.53186
0.4465	8.7616
0.447	10.57434
0.4475	5.63965
0.448	11.68213
0.4485	7.95593
0.449	8.96301
0.4495	6.3446
0.45	4.02832
0.4505	3.22266
0.451	10.0708
0.4515	10.27222
0.452	11.38
0.4525	6.74744
0.453	13.797
0.4535	13.39417
0.454	8.7616
0.4545	11.88354
0.455	7.25098
0.4555	13.797
0.456	8.66089
0.4565	7.5531
0.457	0.10071
0.4575	2.61841
0.458	4.53186
0.4585	1.91345
0.459	6.04248
0.4595	5.94177
0.46	1.2085
0.4605	6.2439
0.461	5.13611
0.4615	7.65381
0.462	5.0354
0.4625	11.78284
0.463	2.5177
0.4635	4.73328
0.464	5.0354
0.4645	7.85522
0.465	6.84814
0.4655	2.21558
0.466	6.2439
0.4665	5.23682
0.467	3.52478
0.4675	3.02124
0.468	5.43823
0.4685	4.93469
0.469	3.32336
0.4695	6.74744
0.47	11.38
0.4705	8.45947
0.471	10.0708
0.4715	4.02832
0.472	6.14319
0.4725	7.25098
0.473	8.96301
0.4735	11.48071
0.474	10.27222
0.4745	13.09204
0.475	12.18567
0.4755	9.97009
0.476	12.99133
0.4765	8.66089
0.477	15.71045
0.4775	15.30762
0.478	7.95593
0.4785	10.97717
0.479	10.17151
0.4795	7.25098
0.48	11.68213
0.4805	6.64673
0.481	3.92761
0.4815	7.35168
0.482	2.92053
0.4825	1.51062
0.483	4.53186
0.4835	3.02124
0.484	5.23682
0.4845	12.08496
0.485	7.85522
0.4855	6.2439
0.486	6.64673
0.4865	4.22974
0.487	4.12903
0.4875	4.63257
0.488	5.74036
0.4885	8.7616
0.489	5.63965
0.4895	1.91345
0.49	10.67505
0.4905	6.3446
0.491	6.94885
0.4915	7.15027
0.492	1.71204
0.4925	9.97009
0.493	4.12903
0.4935	1.00708
0.494	9.66797
0.4945	5.13611
0.495	9.26514
0.4955	12.28638
0.496	7.85522
0.4965	5.74036
0.497	8.05664
0.4975	9.16443
0.498	3.52478
0.4985	5.13611
0.499	10.57434
0.4995	10.47363
0.5	6.94885
0.5005	11.2793
0.501	11.07788
0.5015	12.48779
0.502	5.23682
0.5025	9.16443
0.503	7.35168
0.5035	8.05664
0.504	7.75452
0.5045	10.77576
0.505	10.27222
0.5055	4.63257
0.506	8.25806
0.5065	3.02124
0.507	4.73328
0.5075	6.94885
0.508	-1.00708
0.5085	-0.30212
0.509	8.05664
0.5095	5.13611
0.51	6.14319
0.5105	1.91345
0.511	2.01416
0.5115	4.63257
0.512	6.64673
