Marco_Margarita_Left_2.c3d  



Time(s):	B_L_bicipite(μV):
0	5.74036
0.0005	4.93469
0.001	-0.90637
0.0015	-1.2085
0.002	2.41699
0.0025	5.0354
0.003	9.36584
0.0035	13.69629
0.004	11.17859
0.0045	5.84106
0.005	4.43115
0.0055	9.66797
0.006	6.2439
0.0065	12.48779
0.007	15.50903
0.0075	6.04248
0.008	12.18567
0.0085	5.23682
0.009	4.22974
0.0095	5.23682
0.01	8.66089
0.0105	6.84814
0.011	5.94177
0.0115	5.0354
0.012	4.12903
0.0125	2.31628
0.013	7.45239
0.0135	0.30212
0.014	3.92761
0.0145	6.64673
0.015	2.5177
0.0155	3.02124
0.016	6.44531
0.0165	0.50354
0.017	0.20142
0.0175	2.41699
0.018	-3.02124
0.0185	-1.51062
0.019	1.2085
0.0195	4.63257
0.02	6.84814
0.0205	5.74036
0.021	-2.11487
0.0215	4.93469
0.022	6.84814
0.0225	4.22974
0.023	0
0.0235	2.01416
0.024	4.33044
0.0245	4.22974
0.025	7.15027
0.0255	-0.60425
0.026	8.05664
0.0265	6.44531
0.027	1.51062
0.0275	7.85522
0.028	2.21558
0.0285	4.33044
0.029	4.53186
0.0295	4.73328
0.03	5.74036
0.0305	3.8269
0.031	5.63965
0.0315	3.22266
0.032	9.76868
0.0325	4.12903
0.033	7.15027
0.0335	11.88354
0.034	2.5177
0.0345	7.35168
0.035	3.8269
0.0355	6.54602
0.036	7.65381
0.0365	5.33752
0.037	-1.3092
0.0375	-1.00708
0.038	0
0.0385	1.2085
0.039	0.10071
0.0395	-3.42407
0.04	0.90637
0.0405	6.3446
0.041	3.22266
0.0415	-2.31628
0.042	2.81982
0.0425	-1.51062
0.043	0.70496
0.0435	4.53186
0.044	3.32336
0.0445	7.45239
0.045	8.96301
0.0455	14.70337
0.046	20.64514
0.0465	21.45081
0.047	21.04797
0.0475	22.96143
0.048	16.81824
0.0485	15.91187
0.049	11.48071
0.0495	1.71204
0.05	0
0.0505	7.25098
0.051	12.18567
0.0515	3.52478
0.052	6.54602
0.0525	7.15027
0.053	4.22974
0.0535	7.04956
0.054	5.13611
0.0545	5.23682
0.055	4.33044
0.0555	3.92761
0.056	5.33752
0.0565	5.94177
0.057	5.94177
0.0575	0.30212
0.058	6.44531
0.0585	7.25098
0.059	1.51062
0.0595	3.7262
0.06	4.22974
0.0605	6.64673
0.061	5.63965
0.0615	2.21558
0.062	2.5177
0.0625	2.31628
0.063	-4.93469
0.0635	1.81274
0.064	-2.01416
0.0645	5.0354
0.065	-0.60425
0.0655	-1.51062
0.066	-3.22266
0.0665	0.90637
0.067	-0.30212
0.0675	1.10779
0.068	1.51062
0.0685	3.7262
0.069	4.12903
0.0695	4.83398
0.07	6.3446
0.0705	2.92053
0.071	9.76868
0.0715	7.65381
0.072	9.76868
0.0725	8.05664
0.073	7.65381
0.0735	8.25806
0.074	8.05664
0.0745	7.35168
0.075	2.92053
0.0755	3.52478
0.076	7.75452
0.0765	10.17151
0.077	8.45947
0.0775	7.15027
0.078	7.65381
0.0785	9.36584
0.079	8.8623
0.0795	9.06372
0.08	8.66089
0.0805	8.96301
0.081	2.31628
0.0815	4.22974
0.082	3.22266
0.0825	5.53894
0.083	4.93469
0.0835	2.92053
0.084	1.61133
0.0845	-2.21558
0.085	1.81274
0.0855	1.00708
0.086	5.13611
0.0865	6.14319
0.087	7.35168
0.0875	7.5531
0.088	6.64673
0.0885	12.08496
0.089	9.97009
0.0895	6.2439
0.09	4.83398
0.0905	3.92761
0.091	2.61841
0.0915	1.81274
0.092	2.41699
0.0925	6.74744
0.093	6.44531
0.0935	6.14319
0.094	7.5531
0.0945	4.43115
0.095	-4.63257
0.0955	-0.10071
0.096	2.81982
0.0965	0.90637
0.097	4.93469
0.0975	3.22266
0.098	7.95593
