Leonardo_Garofalo_Left_1.c3d  



Time(s):	A_L_bicipite(μV):
0	202.02026
0.0005	234.24683
0.001	226.99585
0.0015	159.92432
0.002	113.80005
0.0025	81.47278
0.003	-6.3446
0.0035	-62.53967
0.004	-93.0542
0.0045	-110.98022
0.005	-158.61511
0.0055	-166.67175
0.006	-139.37988
0.0065	-127.39563
0.007	-134.34448
0.0075	-41.39099
0.008	86.60889
0.0085	167.17529
0.009	194.06433
0.0095	186.61194
0.01	162.34131
0.0105	138.07068
0.011	116.61987
0.0115	148.64502
0.012	211.58752
0.0125	278.25623
0.013	305.04456
0.0135	284.90295
0.014	323.57483
0.0145	421.16089
0.015	461.64551
0.0155	426.90125
0.016	444.32373
0.0165	416.12549
0.017	290.64331
0.0175	262.24365
0.018	234.64966
0.0185	42.39807
0.019	-157.60803
0.0195	-347.64404
0.02	-607.4707
0.0205	-778.77502
0.021	-849.77417
0.0215	-915.83862
0.022	-994.39087
0.0225	-940.20996
0.023	-841.61682
0.0235	-766.38794
0.024	-719.15588
0.0245	-686.82861
0.025	-657.11975
0.0255	-617.4408
0.026	-545.8374
0.0265	-441.10107
0.027	-288.12561
0.0275	-166.67175
0.028	-68.07861
0.0285	-2.21558
0.029	57.9071
0.0295	125.7843
0.03	213.29956
0.0305	247.13745
0.031	270.19958
0.0315	309.57642
0.032	339.08386
0.0325	325.89111
0.033	294.47021
0.0335	247.43958
0.034	197.68982
0.0345	155.49316
0.035	96.17615
0.0355	76.84021
0.036	70.3949
0.0365	114.60571
0.037	165.76538
0.0375	198.79761
0.038	210.58044
0.0385	196.78345
0.039	143.60962
0.0395	93.15491
0.04	73.51685
0.0405	43.60657
0.041	-9.86938
0.0415	3.62549
0.042	27.09045
0.0425	18.12744
0.043	-2.11487
0.0435	10.37292
0.044	70.19348
0.0445	168.88733
0.045	216.22009
0.0455	220.34912
0.046	197.89124
0.0465	198.99902
0.047	199.30115
0.0475	182.48291
0.048	189.02893
0.0485	194.87
0.049	226.89514
0.0495	233.84399
0.05	248.54736
0.0505	233.54187
0.051	213.29956
0.0515	166.57104
0.052	109.4696
0.0525	77.14233
0.053	42.49878
0.0535	1.81274
0.054	-58.10852
0.0545	-130.61829
0.055	-216.22009
0.0555	-323.87695
0.056	-400.71716
0.0565	-434.75647
0.057	-448.55347
0.0575	-467.48657
0.058	-427.80762
0.0585	-363.75732
0.059	-276.04065
0.0595	-232.6355
0.06	-176.64185
0.0605	-141.59546
0.061	-118.02979
0.0615	-74.62463
0.062	-16.3147
0.0625	45.3186
0.063	100.50659
0.0635	166.47034
0.064	208.7677
0.0645	238.37585
0.065	263.15002
0.0655	290.44189
0.066	275.63782
0.0665	270.30029
0.067	297.59216
0.0675	303.53394
0.068	263.55286
0.0685	214.70947
0.069	149.75281
0.0695	103.62854
0.07	43.50586
0.0705	-20.54443
0.071	-29.60815
0.0715	0.40283
0.072	-27.89612
0.0725	-78.85437
0.073	-121.25244
0.0735	-164.45618
0.074	-204.03442
0.0745	-212.19177
0.075	-196.78345
0.0755	-161.73706
0.076	-118.33191
0.0765	-84.19189
0.077	-79.05579
0.0775	-87.91809
0.078	-106.8512
